|NDB_No|FdGrp_Cd|Long_Desc|DHA
5008|16420|1600|Soy protein concentrate, produced by acid wash|
5012|16426|1600|Tofu, raw, firm, prepared with calcium sulfate|
5014|16428|1600|Tofu, dried-frozen (koyadofu), prepared with calcium sulfate|
5015|16429|1600|Tofu, fried, prepared with calcium sulfate|
5016|16432|1600|Tofu, salted and fermented (fuyu), prepared with calcium sulfate|
5017|16434|1600|Yardlong beans, mature seeds, cooked, boiled, with salt|
5018|16436|1600|Winged beans, mature seeds, cooked, boiled, with salt|
5019|16500|1600|LOMA LINDA Little Links, canned, unprepared|
5020|16502|1600|LOMA LINDA Low Fat Big Franks, canned, unprepared|
5021|16504|1600|LOMA LINDA Tender Rounds with Gravy, canned, unprepared|
5022|16505|1600|LOMA LINDA Swiss Stake with Gravy, canned, unprepared|
5023|16506|1600|LOMA LINDA Vege-Burger, canned, unprepared|
5024|16507|1600|LOMA LINDA Redi-Burger, canned, unprepared|
5025|16508|1600|LOMA LINDA Tender Bits, canned, unprepared|
5026|16509|1600|LOMA LINDA Linketts, canned, unprepared|
5027|16510|1600|WORTHINGTON Chili, canned, unprepared|
5028|16511|1600|WORTHINGTON Choplets, canned, unprepared|
5029|16512|1600|WORTHINGTON Diced Chik, canned, unprepared|
5030|16513|1600|WORTHINGTON FriChik Original, canned, unprepared|
5031|16514|1600|WORTHINGTON Low Fat Fri Chik, canned, unprepared|
5032|16515|1600|WORTHINGTON Low Fat Veja-Links, canned, unprepared|
5033|16516|1600|WORTHINGTON Multigrain Cutlets, canned, unprepared|
5034|16517|1600|WORTHINGTON Prime Stakes, canned, unprepared|
5035|16518|1600|WORTHINGTON Saucettes, canned, unprepared|
5036|16519|1600|WORTHINGTON Super Links, canned, unprepared|
5037|16521|1600|WORTHINGTON Vegetable Skallops, canned, unprepared|
5038|16522|1600|WORTHINGTON Vegetable Steaks, canned, unprepared|
5039|16523|1600|WORTHINGTON Vegetarian Burger, canned, unprepared|
5040|16524|1600|WORTHINGTON Veja-Links, canned, unprepared|
5041|16525|1600|WORTHINGTON Chic-Ketts, frozen, unprepared|
5042|16526|1600|WORTHINGTON Meatless Chicken Roll, frozen, unprepared|
5043|16527|1600|WORTHINGTON Meatless Corned Beef Roll, frozen, unprepared|
5044|16528|1600|WORTHINGTON Dinner Roast, frozen, unprepared|
5045|16529|1600|WORTHINGTON FriPats, frozen, unprepared|
5046|16531|1600|WORTHINGTON Prosage Links, frozen, unprepared|
5047|16532|1600|WORTHINGTON Prosage Roll, frozen, unprepared|
5048|16533|1600|WORTHINGTON Smoked Turkey Roll, frozen, unprepared|
5049|16534|1600|WORTHINGTON Stakelets, frozen, unprepared|
5050|16535|1600|WORTHINGTON Stripples, frozen, unprepared|
5051|16536|1600|WORTHINGTON Wham (roll), frozen, unprepared|
5052|16538|1600|MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, frozen, unprepared|
5053|16542|1600|MORNINGSTAR FARMS Breakfast Bacon Strips, frozen, unprepared|
5054|16546|1600|MORNINGSTAR FARMS Breakfast Sausage Links, frozen, unprepared|
5055|16548|1600|MORNINGSTAR FARMS Grillers Original, frozen, unprepared|
5056|16549|1600|MORNINGSTAR FARMS Grillers Prime, frozen, unprepared|
5057|16551|1600|MORNINGSTAR FARMS Asian Veggie Patties, frozen, unprepared|
5058|16552|1600|MORNINGSTAR FARMS Mushroom Lover's Burger, frozen, unprepared|
5059|16554|1600|MORNINGSTAR FARMS Tomato & Basil Pizza Burger, frozen, unprepared|
5060|16555|1600|MORNINGSTAR FARMS Buffalo Wings, frozen, unprepared|
5061|16556|1600|MORNINGSTAR FARMS Chik'n Nuggets, frozen, unprepared|
5062|16557|1600|MORNINGSTAR FARMS Chik Patties, frozen, unprepared|
5063|16558|1600|MORNINGSTAR FARMS Italian Herb Chik'n Pattie, frozen, unprepared|
5064|16560|1600|MORNINGSTAR FARMS Corn Dog, frozen, unprepared|
5065|16561|1600|MORNINGSTAR FARMS Corn Dog Mini, frozen, unprepared|
5066|16565|1600|MORNINGSTAR FARMS Sausage Style Recipe Crumbles, frozen, unprepared|
5067|16570|1600|GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared|
5068|16579|1600|GARDENBURGER Original, frozen, unprepared|
5069|16581|1600|GARDENBURGER Flame Grilled Burger, frozen, unprepared|
5070|16584|1600|GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared|
5071|16585|1600|GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared|
5072|16586|1600|GARDENBURGER Veggie Medley Burger, frozen, unprepared|
5073|16587|1600|MORNINGSTAR FARMS Breakfast Sausage Patties Maple Flavored, frozen, unprepared|
5074|16588|1600|MORNINGSTAR FARMS Chik'n Grill Veggie Patties, frozen, unprepared|
5075|16590|1600|MORNINGSTAR FARMS BBQ Riblets, frozen, unprepared|
5076|16591|1600|WORTHINGTON Leanies, frozen, unprepared|
5077|16592|1600|MORNINGSTAR FARMS California Turk'y Burger, frozen, unprepared|
5078|16593|1600|MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties, frozen, unprepared|
5079|16594|1600|MORNINGSTAR FARMS Lasagna with Veggie Sausage, frozen, unprepared|
5080|16596|1600|MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger, frozen, unprepared|
5081|16600|1600|MORNINGSTAR FARMS Sesame Chik'n Entree, frozen, unprepared|
5082|16601|1600|MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, frozen, unprepared|
5083|16602|1600|MORNINGSTAR FARMS Meal Starters Veggie Meatballs, frozen, unprepared|
5084|16603|1600|MORNINGSTAR FARMS Breakfast Biscuit Sausage, Egg & Cheese, frozen, unprepared|
5085|16606|1600|MORNINGSTAR FARMS Mediterranean Chickpea, frozen, unprepared|
5086|16607|1600|MORNINGSTAR FARMS Buffalo Chik Patties, frozen, unprepared|
5087|16608|1600|MORNINGSTAR FARMS Chik Patties Original, frozen, unprepared|
5088|16609|1600|MORNINGSTAR FARMS Breakfast Pattie, frozen, unprepared|
5089|16610|1600|MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger, frozen, unprepared|
5090|16611|1600|MORNINGSTAR FARMS Parmesan Garlic Wings, frozen, unprepared|
5091|16613|1600|MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin, frozen, unprepared|
5092|16614|1600|MORNINGSTAR FARMS Breakfast Sandwich Veggie Scramble & Cheese English Muffin, frozen, unprepared|
5093|16615|1600|MORNINGSTAR FARMS Chipotle Black Bean Crumbles, frozen, unprepared|
5094|16616|1600|MORNINGSTAR FARMS Garden Veggie Nuggets, frozen, unprepared|
5095|16617|1600|MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree, frozen, unprepared|
5096|16618|1600|MORNINGSTAR FARMS Spicy Indian Veggie Burger, frozen, unprepared|
5097|16619|1600|MORNINGSTAR FARMS Tuscan Greens & Beans, frozen, unprepared|
5570|18011|1800|Biscuits, plain or buttermilk, dry mix, prepared|
5603|18051|1800|Bread, reduced-calorie, oatmeal|
5625|18084|1800|Bread stuffing, cornbread, dry mix|
5627|18086|1800|Cake, angelfood, commercially prepared|
5631|18092|1800|Cake, pudding-type, carrot, dry mix|
5667|18152|1800|Cookies, brownies, dry mix, regular|
5670|18156|1800|Cookies, fudge, cake-type (includes trolley cakes)|
5675|18161|1800|Cookies, chocolate chip, dry mix|
5697|18186|1800|Cookies, peanut butter, commercially prepared, soft-type|
5728|18222|1800|Crackers, melba toast, wheat|
5778|18275|1800|Muffins, blueberry, dry mix|
5786|18284|1800|Muffins, wheat bran, dry mix|
5795|18297|1800|Pancakes, special dietary, dry mix|
5796|18299|1800|Pancakes, whole-wheat, dry mix, incomplete|
5823|18333|1800|Pie crust, standard-type, dry mix, prepared, baked|
5829|18339|1800|Popovers, dry mix, enriched|
5845|18358|1800|Sweet rolls, cinnamon, refrigerated dough with frosting, baked|
5847|18361|1800|Toaster pastries, brown-sugar-cinnamon|
5876|18406|1800|Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)|
5877|18407|1800|Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)|
5878|18408|1800|Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)|
5879|18412|1800|Bread, cornbread, dry mix, unenriched (includes corn muffin mix)|
5880|18413|1800|Bread, pita, white, unenriched|
5881|18414|1800|Bread, raisin, unenriched|
5885|18419|1800|Cake, pudding-type, white, unenriched, dry mix|
5886|18420|1800|Cake, yellow, unenriched, dry mix|
5888|18422|1800|Cookies, chocolate chip, commercially prepared, regular, higher fat, unenriched|
5892|18426|1800|Crackers, saltines, unsalted tops (includes oyster, soda, soup)|
5898|18432|1800|Bread, white, commercially prepared, toasted, low sodium no salt|
5903|18437|1800|English muffins, plain, enriched, without calcium propionate(includes sourdough)|
5904|18438|1800|English muffins, plain, unenriched, with calcium propionate (includes sourdough)|
5905|18439|1800|English muffins, plain, unenriched, without calcium propionate (includes sourdough)|
5906|18443|1800|Pie, apple, commercially prepared, unenriched flour|
5907|18444|1800|Pie, fried pies, cherry|
5908|18445|1800|Pie, fried pies, lemon|
5909|18446|1800|Pie crust, standard-type, frozen, ready-to-bake, unenriched|
5910|18447|1800|Popovers, dry mix, unenriched|
5911|18448|1800|Taco shells, baked, without added salt|
5912|18449|1800|Tortillas, ready-to-bake or -fry, corn, without added salt|
5918|18476|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Blueberry|
5919|18477|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted blueberry|
5920|18478|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Brown sugar cinnamon|
5921|18479|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted brown sugar cinnamon|
5922|18481|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted cherry|
5923|18482|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudge|
5924|18486|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted raspberry|
5925|18487|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, S'mores|
5926|18488|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Strawberry|
5927|18489|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted strawberry|
5928|18490|1800|Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry|
5929|18494|1800|Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted brown sugar cinnamon|
5930|18497|1800|Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted strawberry|
5931|18499|1800|KELLOGG, KELLOGG'S EGGO, Buttermilk Pancake|
5932|18501|1800|KELLOGG, KELLOG'S NUTRI-GRAIN CEREAL BARS, Mixed Berry|
5933|18505|1800|KELLOGG'S, EGGO, Waffles, Homestyle, Low Fat|
5934|18506|1800|KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Low Fat|
5935|18507|1800|KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles|
5936|18513|1800|ARCHWAY Home Style Cookies, Sugar Free Oatmeal|
5937|18522|1800|ARCHWAY Home Style Cookies, Chocolate Chip Ice Box|
5938|18524|1800|ARCHWAY Home Style Cookies, Coconut Macaroon|
5939|18527|1800|ARCHWAY Home Style Cookies, Date Filled Oatmeal|
5940|18528|1800|ARCHWAY Home Style Cookies, Dutch Cocoa|
5941|18529|1800|ARCHWAY Home Style Cookies, Frosty Lemon|
5942|18532|1800|ARCHWAY Home Style Cookies, Iced Molasses|
5943|18533|1800|ARCHWAY Home Style Cookies, Iced Oatmeal|
5944|18535|1800|ARCHWAY Home Style Cookies, Molasses|
5945|18537|1800|ARCHWAY Home Style Cookies, Oatmeal|
5946|18538|1800|ARCHWAY Home Style Cookies, Oatmeal Raisin|
5947|18539|1800|ARCHWAY Home Style Cookies, Old Fashioned Molasses|
5948|18540|1800|ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies|
5949|18541|1800|ARCHWAY Home Style Cookies, Peanut Butter|
5950|18544|1800|ARCHWAY Home Style Cookies, Raspberry Filled|
5951|18547|1800|ARCHWAY Home Style Cookies, Strawberry Filled|
5952|18562|1800|ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps|
5953|18566|1800|Artificial Blueberry Muffin Mix, dry|
5954|18567|1800|KRAFT, STOVE TOP Stuffing Mix Chicken Flavor|
5955|18603|1800|GEORGE WESTON BAKERIES, Brownberry Sage and Onion Stuffing Mix, dry|
5956|18608|1800|KEEBLER, KEEBLER Chocolate Graham SELECTS|
5957|18609|1800|KEEBLER, Vanilla Wafers|
5958|18610|1800|CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially Flavored, dry|
5959|18612|1800|MCKEE BAKING, LITTLE DEBBIE NUTTY BARS, Wafers with Peanut Butter, Chocolate Covered|
5960|18614|1800|MARTHA WHITE FOODS, Martha White's Chewy Fudge Brownie Mix, dry|
5961|18615|1800|MARTHA WHITE FOODS, Martha White's Buttermilk Biscuit Mix, dry|
5962|18616|1800|MISSION FOODS, MISSION Flour Tortillas, Soft Taco, 8 inch|
5963|18617|1800|NABISCO, NABISCO GRAHAMS Crackers|
5964|18619|1800|NABISCO, NABISCO OREO CRUNCHIES, Cookie Crumb Topping|
5966|18629|1800|PILLSBURY, Buttermilk Biscuits, Artificial Flavor, refrigerated dough|
5967|18630|1800|PILLSBURY, Chocolate Chip Cookies, refrigerated dough|
5968|18631|1800|PILLSBURY, Crusty French Loaf, refrigerated dough|
5969|18632|1800|PILLSBURY, Traditional Fudge Brownie Mix, dry|
5970|18633|1800|PILLSBURY GRANDS, Buttermilk Biscuits, refrigerated dough|
5971|18634|1800|PILLSBURY Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough|
5972|18635|1800|PILLSBURY, Cinnamon Rolls with Icing, refrigerated dough|
5973|18637|1800|KRAFT FOODS, SHAKE 'N' BAKE ORIGINAL RECIPE, Coating for Pork, dry|
5974|18639|1800|GEORGE WESTON BAKERIES, Thomas English Muffins|
5975|18640|1800|HEINZ, WEIGHT WATCHER, Chocolate Eclair, frozen|
5976|18641|1800|INTERSTATE BRANDS CORP, WONDER Hamburger Rolls|
5977|18642|1800|GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry|
5978|18651|1800|NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes|
5984|18934|1800|Waffle, buttermilk, frozen, ready-to-heat, microwaved|
5985|18935|1800|Waffle, plain, frozen, ready-to-heat, microwave|
5986|18936|1800|Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)|
5993|18945|1800|Pie crust, deep dish, frozen, unbaked, made with enriched flour|
5994|18946|1800|Pie crust, refrigerated, regular, baked|
5995|18947|1800|Pie crust, deep dish, frozen, baked, made with enriched flour|
5996|18948|1800|Pie crust, refrigerated, regular, unbaked|
6000|18952|1800|Tostada shells, corn|
6004|18956|1800|Keikitos (muffins), Latino bakery item|
6005|18957|1800|Cake, pound, BIMBO Bakeries USA, Panque Casero, home baked style|
6006|18958|1800|Pan Dulce, LA RICURA, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour|
6022|18974|1800|KASHI, TLC, Honey Sesame Crackers|
6023|18975|1800|KASHI, TLC, Original 7-Grain Crackers|
6024|18976|1800|KASHI, TLC, Country Cheddar Crackers|
6025|18977|1800|KASHI, TLC, Toasted Asiago Crackers|
6026|18978|1800|KASHI, Blueberry Waffle|
6027|18979|1800|KASHI, H2H Woven Wheat Cracker, Original|
6028|18980|1800|KASHI, Original Waffle|
6029|18981|1800|KASHI, TLC, Fire Roasted Vegetable Crackers|
6030|18982|1800|KASHI, H2H Woven Wheat Cracker, Roasted Garlic|
6031|18983|1800|AUSTIN, Cheddar Cheese on Wheat Crackers, sandwich-type|
6032|18984|1800|AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type|
6033|18985|1800|AUSTIN, Chocolatey Peanut Butter Crackers, sandwich-type|
6034|18986|1800|AUSTIN, Grilled Cheese on Wafer Crackers, sandwich-type|
6035|18987|1800|AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type, reduced fat|
6036|18988|1800|AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type, reduced fat|
6037|18989|1800|AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type, reduced fat|
6038|18990|1800|AUSTIN, PB & J Crackers, sandwich-type|
6039|18991|1800|BARBARA DEE, Winter Mints Cookies|
6040|18992|1800|KELLOGG'S, BEANATURAL, Original 3-Bean Chips|
6041|18993|1800|BEAR NAKED, Double Chocolate Cookies|
6042|18994|1800|BEAR NAKED, Fruit & Nut Cookies|
6043|18995|1800|KELLOGG'S, EGGO, Biscuit Scramblers, Bacon, Egg & Cheese|
6044|18996|1800|KELLOGG'S, EGGO, Biscuit Scramblers, Egg & Cheese|
6045|18997|1800|KELLOGG'S, EGGO, French Toaster Sticks, Cinnamon|
6046|18998|1800|KELLOGG'S, EGGO, French Toaster Sticks, Original|
6047|18999|1800|KELLOGG'S, EGGO, Mini Muffin Tops, Blueberry|
6101|19065|1900|Candies, ALMOND JOY Candy Bar|
6102|19067|1900|Candies, TWIZZLERS CHERRY BITES|
6108|19075|1900|Candies, CARAMELLO Candy Bar|
6110|19077|1900|Baking chocolate, unsweetened, liquid|
6116|19084|1900|Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES|
6123|19091|1900|Candies, YORK Peppermint Pattie|
6124|19092|1900|Candies, TWIZZLERS NIBS CHERRY BITS|
6125|19093|1900|Candies, SYMPHONY Milk Chocolate Bar|
6137|19105|1900|Candies, NESTLE, GOOBERS Chocolate Covered Peanuts|
6142|19110|1900|Candies, KRACKEL Chocolate Bar|
6144|19112|1900|Candies, TWIZZLERS Strawberry Twists Candy|
6151|19119|1900|Candies, NESTLE, CHUNKY Bar|
6162|19130|1900|Candies, HERSHEY'S POT OF GOLD Almond Bar|
6169|19139|1900|Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits|
6175|19145|1900|Candies, NESTLE, CRUNCH Bar and Dessert Topping|
6176|19146|1900|Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits|
6179|19149|1900|Candies, NESTLE, RAISINETS Chocolate Covered Raisins|
6183|19153|1900|Candies, NESTLE, AFTER EIGHT Mints|
6187|19157|1900|Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies|
6193|19164|1900|Candies, SPECIAL DARK Chocolate Bar|
6199|19171|1900|Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa|
6205|19181|1900|Candies, YORK BITES|
6211|19187|1900|Flan, caramel custard, dry mix|
6215|19191|1900|Puddings, coconut cream, dry mix, instant, prepared with 2% milk|
6217|19194|1900|Puddings, rice, dry mix|
6219|19198|1900|Puddings, tapioca, dry mix|
6234|19217|1900|Frozen novelties, ice type, fruit, no sugar added|
6237|19220|1900|Desserts, rennin, chocolate, dry mix|
6239|19222|1900|Desserts, rennin, vanilla, dry mix|
6251|19236|1900|Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES|
6252|19238|1900|Candies, REESE'S BITES|
6253|19239|1900|Candies, REESE'S NUTRAGEOUS Candy Bar|
6254|19240|1900|Frostings, chocolate, creamy, dry mix|
6256|19243|1900|Candies, HEATH BITES|
6257|19244|1900|Frostings, vanilla, creamy, dry mix|
6258|19246|1900|Frostings, white, fluffy, dry mix|
6259|19247|1900|Frostings, white, fluffy, dry mix, prepared with water|
6260|19248|1900|Candies, HERSHEY'S, ALMOND JOY BITES|
6262|19250|1900|Candies, HERSHEY, KIT KAT BIG KAT Bar|
6263|19252|1900|Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft nougats|
6264|19254|1900|Candies, MARS SNACKFOOD US, DOVE Milk Chocolate|
6265|19255|1900|Candies, MARS SNACKFOOD US, DOVE Dark Chocolate|
6266|19256|1900|Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered|
6267|19258|1900|Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered|
6274|19271|1900|Ice creams, strawberry|
6282|19292|1900|Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies|
6285|19295|1900|Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar|
6290|19302|1900|Candies, MARS SNACKFOOD US, SNICKERS Almond bar|
6293|19306|1900|Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies|
6294|19307|1900|Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies|
6295|19308|1900|Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies|
6296|19309|1900|Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme|
6299|19313|1900|Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits|
6300|19314|1900|Pie fillings, canned, cherry|
6301|19315|1900|Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews|
6302|19318|1900|Puddings, banana, dry mix, instant|
6304|19320|1900|Puddings, banana, dry mix, regular|
6307|19323|1900|Puddings, coconut cream, dry mix, instant, prepared with whole milk|
6309|19325|1900|Puddings, coconut cream, dry mix, regular, prepared with whole milk|
6310|19326|1900|Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar|
6311|19327|1900|Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar|
6312|19328|1900|Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar|
6313|19330|1900|Puddings, lemon, dry mix, instant|
6314|19331|1900|Puddings, lemon, dry mix, instant, prepared with whole milk|
6315|19332|1900|Puddings, lemon, dry mix, regular|
6327|19352|1900|Syrups, malt|
6330|19359|1900|Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER|
6333|19362|1900|Syrups, table blends, corn, refiner, and sugar|
6334|19363|1900|Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies|
6339|19368|1900|Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies|
6340|19369|1900|Candies, MARS SNACKFOOD US, SKITTLES Sours Original|
6349|19387|1900|Frozen novelties, ice type, pineapple-coconut|
6350|19393|1900|Frozen yogurts, chocolate, soft-serve|
6386|19701|1900|Candies, semisweet chocolate, made with butter|
6387|19702|1900|Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt|
6388|19703|1900|Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C|
6389|19704|1900|Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium|
6390|19705|1900|Puddings, banana, dry mix, instant, with added oil|
6391|19706|1900|Puddings, banana, dry mix, regular, with added oil|
6392|19708|1900|Puddings, lemon, dry mix, regular, with added oil, potassium, sodium|
6393|19709|1900|Puddings, tapioca, dry mix, with no added salt|
6394|19710|1900|Puddings, vanilla, dry mix, regular, with added oil|
6396|19720|1900|Syrups, table blends, pancake, with 2% maple, with added potassium|
6417|19856|1900|Frozen novelties, juice type, POPSICLE SCRIBBLERS|
6426|19873|1900|Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops|
6427|19874|1900|Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added|
6428|19875|1900|Ice creams, BREYERS, All Natural Light Vanilla|
6429|19876|1900|Ice creams, BREYERS, All Natural Light French Vanilla|
6430|19877|1900|Ice creams, BREYERS, 98% Fat Free Vanilla|
6431|19878|1900|Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry|
6432|19879|1900|Ice creams, BREYERS, All Natural Light Mint Chocolate Chip|
6433|19880|1900|Ice creams, BREYERS, No Sugar Added, Butter Pecan|
6434|19881|1900|Ice creams, BREYERS, No Sugar Added, French Vanilla|
6435|19882|1900|Ice creams, BREYERS, No Sugar Added, Vanilla|
6436|19883|1900|Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl|
6437|19884|1900|Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry|
6438|19886|1900|Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Cone|
6439|19887|1900|Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich|
6440|19890|1900|Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar|
6441|19891|1900|Frozen novelties, No Sugar Added CREAMSICLE Pops|
6442|19892|1900|Frozen novelties, Sugar Free, CREAMSICLE Pops|
6443|19893|1900|Ice creams, BREYERS, All Natural Light French Chocolate|
6444|19894|1900|Ice creams, BREYERS, 98% Fat Free Chocolate|
6445|19895|1900|Ice creams, BREYERS, No Sugar Added, Chocolate Caramel|
6447|19897|1900|Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds|
6454|19906|1900|Sweeteners, for baking, brown, contains sugar and sucralose|
6455|19907|1900|Sweeteners, for baking, contains sugar and sucralose|
6456|19908|1900|Sugar, turbinado|
6457|19909|1900|Sweeteners, sugar substitute, granulated, brown|
6459|19911|1900|Syrup, maple, Canadian|
6472|20001|2000|Amaranth grain, uncooked (Amaranthus spp.)|
6473|20002|2000|Amaranth grain, cooked (Amaranthus spp.)|
6474|20003|2000|Arrowroot flour|
6484|20014|2000|Corn grain, yellow (Zea mays mays L.)|
6492|20023|2000|Cornmeal, yellow, self-rising, bolted, plain, enriched|
6493|20024|2000|Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched|
6494|20025|2000|Cornmeal, yellow, self-rising, degermed, enriched|
6496|20028|2000|Couscous, dry|
6499|20031|2000|Millet, raw (Panicum miliaceum L.)|
6502|20034|2000|Oat bran, cooked|
6506|20038|2000|Oats (Avena sativa L.)|
6507|20040|2000|Rice, brown, medium-grain, raw|
6508|20041|2000|Rice, brown, medium-grain, cooked|
6516|20050|2000|Rice, white, medium-grain, raw, enriched|
6517|20051|2000|Rice, white, medium-grain, enriched, cooked|
6518|20052|2000|Rice, white, short-grain, enriched, uncooked|
6519|20053|2000|Rice, white, short-grain, enriched, cooked|
6520|20054|2000|Rice, white, glutinous, unenriched, uncooked|
6522|20058|2000|Rice, white, steamed, Chinese restaurant|
6530|20067|2000|Sorghum grain (Sorghum spp.)|
6532|20069|2000|Triticale (X Triticosecale spp.)|
6533|20070|2000|Triticale flour, whole-grain|
6536|20073|2000|Wheat, soft red winter (Triticum aestivum L.)|
6539|20076|2000|Wheat, durum (Triticum durum Desf.)|
6541|20078|2000|Wheat germ, crude|
6547|20086|2000|Wheat flour, white, tortilla mix, enriched|
6551|20090|2000|Rice flour, brown|
6554|20093|2000|Pasta, fresh-refrigerated, plain, as purchased|
6555|20094|2000|Pasta, fresh-refrigerated, plain, cooked|
6556|20095|2000|Pasta, fresh-refrigerated, spinach, as purchased|
6557|20096|2000|Pasta, fresh-refrigerated, spinach, cooked|
6559|20098|2000|Pasta, homemade, made without egg, cooked|
6560|20105|2000|Macaroni, vegetable, enriched, dry|
6564|20111|2000|Noodles, egg, spinach, enriched, dry|
6567|20114|2000|Noodles, japanese, soba, dry|
6568|20115|2000|Noodles, japanese, soba, cooked|
6570|20117|2000|Noodles, japanese, somen, cooked|
6577|20127|2000|Spaghetti, spinach, cooked|
6587|20138|2000|Wheat, KAMUT khorasan, uncooked (Triticum turgidum subsp. turanicum (Jakubz.))|
6588|20139|2000|Wheat, KAMUT khorasan, cooked (Triticum turgidum subsp. turanicum (Jakubz.))|
