row      NDB_No  FdGrp_Cd                                          Long_Desc  VITA_RAE
5907   18444      1800                            Pie, fried pies, cherry       9.0
2322    9248       900  Peaches, dried, sulfured, stewed, with added s...       9.0
8590   42183      1900  Candies, MARS SNACKFOOD US, TWIX chocolate fud...       9.0
5696   18185      1800  Cookies, peanut butter, commercially prepared,...       9.0
6552   20091      2000                      Pasta, gluten-free, corn, dry       9.0
3476   11862      1100  Squash, summer, zucchini, includes skin, froze...       9.0
2843   11039      1100  Lima beans, immature seeds, frozen, baby, unpr...       9.0
5752   18247      1800  Danish pastry, nut (includes almond, raisin nu...       9.0
1937    8355       800  Cereals ready-to-eat, QUAKER, MOTHER'S COCOA B...       9.0
6013   18965      1800                      Crackers, cheese, reduced fat       9.0
2931   11167      1100                Corn, sweet, yellow, raw (Zea mays)       9.0
5682   18170      1800                                  Cookies, fig bars       9.0
3161   11450      1100                 Soybeans, green, raw (Glycine max)       9.0
6119   19087      1900                           Candies, white chocolate       9.0
8670   43143      1100            Cabbage, japanese style, fresh, pickled       9.0
2188    9076       900                 Cherries, sweet, frozen, sweetened       9.0
2289    9207       900                  Orange juice, canned, unsweetened       9.0
6134   19102      1900  Candies, fudge, peanut butter, prepared-from-r...       9.0
3182   11480      1100  Squash, summer, zucchini, includes skin, froze...       9.0
3120   11397      1100                Potatoes, o'brien, frozen, prepared       9.0
3553   11944      1100                             Pickle relish, hot dog       8.0
6460   19912      1900                            Sweetener, syrup, agave       8.0
3574   11965      1100  Cauliflower, green, raw (Brassica oleracea (Bo...       8.0
3162   11451      1100  Soybeans, green, cooked, boiled, drained, with...       8.0
5718   18212      1800                 Cookies, vanilla wafers, lower fat       8.0
1780    8012       800  Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S P...       8.0
6577   20127      2000                         Spaghetti, spinach, cooked       8.0
6560   20105      2000                 Macaroni, vegetable, enriched, dry       8.0
1785    8018       800  Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN       8.0
3172   11467      1100  Squash, summer, crookneck and straightneck, ra...       8.0
3064   11324      1100        Peas and onions, canned, solids and liquids       8.0
1936    8354       800  Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM ...       8.0
2814   11001      1100     Alfalfa seeds, sprouted, raw (Medicago sativa)       8.0
260     2011       200       Spices, cloves, ground (Syzygium aromaticum)       8.0
2821   11009      1100  Artichokes, (globe or french), frozen, unprepared       8.0
3467   11853      1100  Soybeans, green, cooked, boiled, drained, with...       8.0
5625   18084      1800                 Bread stuffing, cornbread, dry mix       8.0
2844   11040      1100  Lima beans, immature seeds, frozen, baby, cook...       8.0
2840   11033      1100  Lima beans, immature seeds, canned, regular pa...       8.0
3070   11335      1100  Peppers, sweet, green, canned, solids and liquids       8.0
2183    9071       900  Cherries, sweet, canned, water pack, solids an...       8.0
2185    9073       900  Cherries, sweet, canned, light syrup pack, sol...       8.0
2186    9074       900  Cherries, sweet, canned, pitted, heavy syrup p...       8.0
3332   11715      1100  Lima beans, immature seeds, canned, no salt ad...       8.0
1933    8351       800  Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT ...       8.0
2187    9075       900  Cherries, sweet, canned, extra heavy syrup pac...       8.0
3333   11716      1100  Lima beans, immature seeds, frozen, baby, cook...       8.0
2976   11225      1100  Hyacinth-beans, immature seeds, cooked, boiled...       7.0
2156    9038       900       Avocados, raw, California (Persea americana)       7.0
2219    9109       900  Gooseberries, canned, light syrup pack, solids...       7.0
3265   11601      1100                          Yam, raw (Dioscorea spp.)       7.0
2157    9039       900          Avocados, raw, Florida (Persea americana)       7.0
2262    9163       900                      Blueberries, dried, sweetened       7.0
2200    9089       900                           Figs, raw (Ficus carica)       7.0
3404   11788      1100  Hyacinth-beans, immature seeds, cooked, boiled...       7.0
3648   12095      1200       Nuts, chestnuts, chinese, boiled and steamed       7.0
2449    9451       900          Horned melon (Kiwano) (Cucumis metulifer)       7.0
2316    9242       900  Peaches, canned, extra heavy syrup pack, solid...       7.0
3671   12130      1200              Nuts, hickorynuts, dried (Carya spp.)       7.0
3733   12643      1200         Nuts, pecans, dry roasted, with salt added       7.0
3347   11730      1100  Beans, snap, yellow, frozen, all styles, unpre...       7.0
5872   18400      1800                     Crackers, matzo, egg and onion       7.0
4822   16085      1600  Peas, green, split, mature seeds, raw (Pisum s...       7.0
3119   11396      1100              Potatoes, o'brien, frozen, unprepared       7.0
3681   12143      1200      Nuts, pecans, dry roasted, without salt added       7.0
2155    9037       900  Avocados, raw, all commercial varieties (Perse...       7.0
267     2018       200           Spices, fennel seed (Foeniculum vulgare)       7.0
302     2054       200                  Capers, canned (Capparis spinosa)       7.0
5659   18140      1800  Cake, yellow, commercially prepared, with choc...       7.0
5643   18110      1800             Cake, fruitcake, commercially prepared       7.0
3575   11967      1100          Cauliflower, green, cooked, no salt added       7.0
3576   11968      1100              Cauliflower, green, cooked, with salt       7.0
5711   18204      1800  Cookies, sugar, commercially prepared, regular...       7.0
1778    8010       800         Cereals ready-to-eat, QUAKER, CAP'N CRUNCH       7.0
5641   18107      1800   Coffeecake, cinnamon with crumb topping, dry mix       7.0
5640   18106      1800                                  Coffeecake, fruit       7.0
2382    9314       900               Sapote, mamey, raw (Pouteria sapota)       7.0
1779    8011       800  Cereals ready-to-eat, QUAKER, CAP'N CRUNCH wit...       7.0
5748   18243      1800                                 Croutons, seasoned       7.0
3299   11657      1100  Potatoes, mashed, home-prepared, whole milk added       7.0
3198   11497      1100  Succotash, (corn and limas), canned, with crea...       7.0
8107   28305      1800                       Pancakes, plain, reduced fat       7.0
3199   11499      1100  Succotash, (corn and limas), canned, with whol...       7.0
3049   11302      1100            Peas, edible-podded, frozen, unprepared       7.0
2423    9421       900               Dates, medjool (Phoenix dactylifera)       7.0
1866    8159       800  Cereals, corn grits, yellow, regular and quick...       6.0
6058   19013      1900                      Snacks, fruit leather, pieces       6.0
6059   19014      1900                       Snacks, fruit leather, rolls       6.0
2039    8610       800         Cereals ready-to-eat, KASHI Honey Sunshine       6.0
6555   20094      2000           Pasta, fresh-refrigerated, plain, cooked       6.0
3194   11492      1100    Squash, winter, spaghetti, raw (Cucurbita spp.)       6.0
5841   18354      1800                                     Strudel, apple       6.0
3195   11493      1100  Squash, winter, spaghetti, cooked, boiled, dra...       6.0
6563   20110      2000                     Noodles, egg, enriched, cooked       6.0
5879   18412      1800  Bread, cornbread, dry mix, unenriched (include...       6.0
5795   18297      1800                 Pancakes, special dietary, dry mix       6.0
2391    9325       900  Fruit salad, (pineapple and papaya and banana ...       6.0
2832   11025      1100  Balsam-pear (bitter gourd), pods, cooked, boil...       6.0
6622   20510      2000  Noodles, egg, cooked, unenriched, with added salt       6.0
3484   11870      1100  Squash, winter, spaghetti, cooked, boiled, dra...       6.0
6608   20410      2000  Noodles, egg, unenriched, cooked, without adde...       6.0
3508   11897      1100  Yam, cooked, boiled, drained, or baked, with salt       6.0
3547   11937      1100             Pickles, cucumber, dill or kosher dill       6.0
3556   11947      1100            Pickles, cucumber, dill, reduced sodium       6.0
6593   20310      2000    Noodles, egg, cooked, enriched, with added salt       6.0
3587   11980      1100                      Peppers, chili, green, canned       6.0
1940    8366       800  Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER ...       6.0
3349   11732      1100  Beans, snap, yellow, frozen, cooked, boiled, d...       6.0
3350   11733      1100  Beans, snap, yellow, frozen, cooked, boiled, d...       6.0
2184    9072       900  Cherries, sweet, canned, juice pack, solids an...       6.0
3366   11749      1100  Cabbage, common (danish, domestic, and pointed...       6.0
3367   11750      1100  Cabbage, common (danish, domestic, and pointed...       6.0
2298    9217       900  Orange-grapefruit juice, canned or bottled, un...       6.0
3328   11711      1100  Balsam-pear (bitter gourd), pods, cooked, boil...       6.0
2164    9048       900                  Blackberries, frozen, unsweetened       6.0
2899   11123      1100     Cardoon, cooked, boiled, drained, without salt       6.0
1950    8390       800           Cereals ready-to-eat, KASHI GOOD FRIENDS       6.0
2161    9043       900                           Blackberry juice, canned       6.0
3563   11954      1100           Tomatillos, raw (Physalis philadelphica)       6.0
4852   16116      1600                       Soy flour, full-fat, roasted       6.0
