|NDB_No|FdGrp_Cd|Long_Desc|CAFFN
2586|10113|1000|Pork, fresh, variety meats and by-products, lungs, cooked, braised|
2587|10114|1000|Pork, fresh, variety meats and by-products, mechanically separated, raw|
2588|10115|1000|Pork, fresh, variety meats and by-products, pancreas, raw|
2589|10116|1000|Pork, fresh, variety meats and by-products, pancreas, cooked, braised|
2590|10117|1000|Pork, fresh, variety meats and by-products, spleen, raw|
2591|10118|1000|Pork, fresh, variety meats and by-products, spleen, cooked, braised|
2595|10122|1000|Pork, fresh, variety meats and by-products, tongue, cooked, braised|
2597|10128|1000|Pork, cured, breakfast strips, raw or unheated|
2603|10138|1000|Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted|
2604|10140|1000|Pork, cured, ham, regular (approximately 13% fat), canned, roasted|
2606|10142|1000|Pork, cured, ham, center slice, separable lean and fat, unheated|
2607|10146|1000|Pork, cured, ham, patties, unheated|
2608|10149|1000|Pork, cured, ham, steak, boneless, extra lean, unheated|
2617|10167|1000|Pork, cured, separable fat (from ham and arm picnic), roasted|
2620|10170|1000|Pork, cured, shoulder, blade roll, separable lean and fat, unheated|
2621|10171|1000|Pork, cured, shoulder, blade roll, separable lean and fat, roasted|
2623|10174|1000|Pork, fresh, variety meats and by-products, tail, raw|
2624|10175|1000|Pork, fresh, variety meats and by-products, tail, cooked, simmered|
2636|10187|1000|Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw|
2642|10195|1000|Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised|
2643|10196|1000|Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled|
2645|10198|1000|Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted|
2648|10201|1000|Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled|
2650|10203|1000|Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted|
2666|10219|1000|Pork, fresh, ground, raw|
2668|10221|1000|Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled|
2670|10223|1000|Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled|
2675|10228|1000|Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw|
2676|10229|1000|Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked|
2679|10804|1000|USDA Commodity, pork, cured, ham, boneless, cooked, unheated|
2680|10805|1000|USDA Commodity, pork, ground, fine/coarse, frozen, raw|
2681|10851|1000|HORMEL, Cure 81 Ham|
2682|10852|1000|HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored|
2683|10853|1000|HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored|
2684|10854|1000|HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored|
2685|10855|1000|HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork|
2686|10856|1000|HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork|
2687|10857|1000|HORMEL Canadian Style Bacon|
2815|11003|1100|Amaranth leaves, raw (Amaranthus spp.)|
2816|11004|1100|Amaranth leaves, cooked, boiled, drained, without salt|
2817|11005|1100|Arrowhead, raw (Sagittaria latifolia)|
2818|11006|1100|Arrowhead, cooked, boiled, drained, without salt|
2819|11007|1100|Artichokes, (globe or french), raw (Cynara scolymus)|
2821|11009|1100|Artichokes, (globe or french), frozen, unprepared|
2827|11018|1100|Asparagus, frozen, unprepared|
2829|11022|1100|Balsam-pear (bitter gourd), leafy tips, raw (Momordica charantia)|
2831|11024|1100|Balsam-pear (bitter gourd), pods, raw (Momordica charantia)|
2834|11027|1100|Bamboo shoots, cooked, boiled, drained, without salt|
2836|11029|1100|Beans, kidney, mature seeds, sprouted, raw (Phaseolus vulgaris)|
2837|11030|1100|Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt|
2840|11033|1100|Lima beans, immature seeds, canned, regular pack, solids and liquids|
2843|11039|1100|Lima beans, immature seeds, frozen, baby, unprepared|
2847|11045|1100|Mung beans, mature seeds, sprouted, cooked, stir-fried|
2848|11046|1100|Beans, navy, mature seeds, sprouted, raw (Phaseolus vulgaris)|
2849|11047|1100|Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt|
2850|11048|1100|Beans, pinto, immature seeds, frozen, unprepared|
2851|11049|1100|Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt|
2857|11058|1100|Beans, snap, canned, all styles, seasoned, solids and liquids|
2858|11060|1100|Beans, snap, green, frozen, all styles, unprepared|
2860|11062|1100|Beans, snap, green, frozen, all styles, microwaved|
2861|11063|1100|Beans, snap, green, microwaved|
2864|11082|1100|Beets, canned, regular pack, solids and liquids|
2868|11088|1100|Broadbeans, immature seeds, raw (Vicia faba)|
2869|11089|1100|Broadbeans, immature seeds, cooked, boiled, drained, without salt|
2874|11094|1100|Broccoli, frozen, spears, unprepared|
2880|11100|1100|Brussels sprouts, frozen, unprepared|
2884|11106|1100|Butterbur, (fuki), raw (Petasites japonicus)|
2885|11107|1100|Butterbur, cooked, boiled, drained, without salt|
2886|11108|1100|Butterbur, canned|
2892|11115|1100|Cabbage, savoy, cooked, boiled, drained, without salt|
2897|11120|1100|Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt|
2898|11122|1100|Cardoon, raw (Cynara cardunculus)|
2899|11123|1100|Cardoon, cooked, boiled, drained, without salt|
2902|11126|1100|Carrots, canned, regular pack, solids and liquids|
2912|11142|1100|Celeriac, cooked, boiled, drained, without salt|
2915|11145|1100|Celtuce, raw (Lactuca sativa)|
2920|11151|1100|Chicory, witloof, raw (Cichorium intybus)|
2922|11154|1100|Chicory roots, raw (Cichorium intybus)|
2924|11157|1100|Chrysanthemum, garland, raw (Chrysanthemum coronarium)|
2928|11163|1100|Collards, frozen, chopped, unprepared|
2940|11180|1100|Corn, sweet, yellow, frozen, kernels on cob, unprepared|
2941|11181|1100|Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt|
2943|11184|1100|Corn with red and green peppers, canned, solids and liquids|
2944|11190|1100|Cornsalad, raw (Valerianella locusta)|
2945|11191|1100|Cowpeas (blackeyes), immature seeds, raw (Vigna unguiculata subsp. unguiculata)|
2947|11195|1100|Cowpeas (blackeyes), immature seeds, frozen, unprepared|
2950|11198|1100|Cowpeas, young pods with seeds, cooked, boiled, drained, without salt|
2951|11199|1100|Yardlong bean, raw (Vigna unguiculata subsp. sesquipedalis)|
2952|11200|1100|Yardlong bean, cooked, boiled, drained, without salt|
2953|11201|1100|Cowpeas, leafy tips, raw (Vigna unguiculata subsp. unguiculata)|
2954|11202|1100|Cowpeas, leafy tips, cooked, boiled, drained, without salt|
2973|11222|1100|Drumstick leaves, raw (Moringa oleifera)|
2976|11225|1100|Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt|
2978|11228|1100|Jew's ear, (pepeao), raw (Auricularia polytricha)|
2979|11230|1100|Pepeao, dried|
2980|11231|1100|Jute, potherb, raw (Corchorus olitorius)|
2984|11235|1100|Kale, frozen, unprepared|
2987|11238|1100|Mushrooms, shiitake, raw (Lentinus edodes)|
2988|11239|1100|Mushrooms, Chanterelle, raw (Cantharellus californicus or Cantharellus cibarius)|
2989|11240|1100|Mushrooms, morel, raw (Morchella spp.)|
2993|11244|1100|Lambsquarters, raw (Chenopodium album)|
2996|11247|1100|Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt|
2997|11248|1100|Lentils, sprouted, raw (Lens culinaris)|
2998|11249|1100|Lentils, sprouted, cooked, stir-fried, without salt|
3007|11259|1100|Mountain yam, hawaii, cooked, steamed, without salt|
3013|11266|1100|Mushrooms, brown, italian, or crimini, raw (Agaricus bisporus)|
3019|11272|1100|Mustard greens, frozen, unprepared|
3021|11274|1100|Mustard spinach, (tendergreen), raw (Brassica rapa (Perviridis Group))|
3022|11275|1100|Mustard spinach, (tendergreen), cooked, boiled, drained, without salt|
3033|11286|1100|Onions, yellow, sauteed|
3034|11287|1100|Onions, frozen, chopped, unprepared|
3042|11295|1100|Onion rings, breaded, par fried, frozen, unprepared|
3049|11302|1100|Peas, edible-podded, frozen, unprepared|
3055|11310|1100|Peas, green, canned, seasoned, solids and liquids|
3059|11316|1100|Peas, mature seeds, sprouted, raw|
3060|11317|1100|Peas, mature seeds, sprouted, cooked, boiled, drained, without salt|
3061|11318|1100|Peas and carrots, canned, regular pack, solids and liquids|
3062|11322|1100|Peas and carrots, frozen, unprepared|
3064|11324|1100|Peas and onions, canned, solids and liquids|
3065|11326|1100|Peas and onions, frozen, unprepared|
3070|11335|1100|Peppers, sweet, green, canned, solids and liquids|
3071|11337|1100|Peppers, sweet, green, frozen, chopped, unprepared|
3072|11338|1100|Peppers, sweet, green, frozen, chopped, boiled, drained, without salt|
3073|11339|1100|Peppers, sweet, green, sauteed|
3077|11350|1100|Pokeberry shoots, (poke), raw (Phytolacca americana)|
3088|11361|1100|Potatoes, roasted, salt added in processing, frozen, unprepared|
3089|11362|1100|Potatoes, raw, skin (Solanum tuberosum)|
3093|11366|1100|Potatoes, boiled, cooked in skin, skin, without salt|
3095|11368|1100|Potatoes, microwaved, cooked in skin, flesh, without salt|
3096|11369|1100|Potatoes, microwaved, cooked in skin, skin, without salt|
3099|11372|1100|Potatoes, scalloped, home-prepared with butter|
3100|11373|1100|Potatoes, au gratin, home-prepared from recipe using butter|
3101|11374|1100|Potatoes, canned, solids and liquids|
3102|11376|1100|Potatoes, canned, drained solids|
3106|11381|1100|Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added|
3109|11384|1100|Potatoes, au gratin, dry mix, unprepared|
3110|11385|1100|Potatoes, au gratin, dry mix, prepared with water, whole milk and butter|
3111|11386|1100|Potatoes, scalloped, dry mix, unprepared|
3112|11387|1100|Potatoes, scalloped, dry mix, prepared with water, whole milk and butter|
3113|11390|1100|Potatoes, hash brown, frozen, plain, unprepared|
3115|11392|1100|Potatoes, hash brown, frozen, with butter sauce, unprepared|
3116|11393|1100|Potatoes, hash brown, frozen, with butter sauce, prepared|
3119|11396|1100|Potatoes, o'brien, frozen, unprepared|
3120|11397|1100|Potatoes, o'brien, frozen, prepared|
3124|11401|1100|Potatoes, frozen, whole, cooked, boiled, drained, without salt|
3125|11402|1100|Potatoes, french fried, all types, salt added in processing, frozen, unprepared|
3127|11406|1100|Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased|
3128|11407|1100|Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated|
3129|11408|1100|Potatoes, frozen, french fried, par fried, extruded, unprepared|
3130|11409|1100|Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt|
3131|11410|1100|USDA Commodity, Potato wedges, frozen|
3135|11414|1100|Potato salad, home-prepared|
3136|11416|1100|Pumpkin flowers, raw (Cucurbita spp.)|
3138|11418|1100|Pumpkin leaves, raw (Cucurbita spp.)|
3143|11426|1100|Pumpkin pie mix, canned|
3145|11428|1100|Purslane, cooked, boiled, drained, without salt|
3152|11437|1100|Salsify, (vegetable oyster), raw (Tragopogon porrifolius)|
3159|11447|1100|Sesbania flower, raw (Sesbania spp.)|
3160|11448|1100|Sesbania flower, cooked, steamed, without salt|
3162|11451|1100|Soybeans, green, cooked, boiled, drained, without salt|
3163|11452|1100|Soybeans, mature seeds, sprouted, raw (Glycine max)|
3165|11454|1100|Soybeans, mature seeds, sprouted, cooked, stir-fried|
3175|11473|1100|Squash, summer, crookneck and straightneck, frozen, unprepared|
3181|11479|1100|Squash, summer, zucchini, includes skin, frozen, unprepared|
3183|11481|1100|Squash, summer, zucchini, italian style, canned|
3184|11482|1100|Squash, winter, acorn, raw (Cucurbita maxima)|
3185|11483|1100|Squash, winter, acorn, cooked, baked, without salt|
3186|11484|1100|Squash, winter, acorn, cooked, boiled, mashed, without salt|
3188|11486|1100|Squash, winter, butternut, cooked, baked, without salt|
3190|11488|1100|Squash, winter, butternut, frozen, cooked, boiled, without salt|
3196|11495|1100|Succotash, (corn and limas), raw|
3197|11496|1100|Succotash, (corn and limas), cooked, boiled, drained, without salt|
3198|11497|1100|Succotash, (corn and limas), canned, with cream style corn|
3199|11499|1100|Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids|
3200|11501|1100|Succotash, (corn and limas), frozen, unprepared|
3202|11503|1100|Swamp cabbage, (skunk cabbage), raw (Ipomoea aquatica)|
3203|11504|1100|Swamp cabbage (skunk  cabbage), cooked, boiled, drained, without salt|
3204|11505|1100|Sweet potato leaves, raw (Ipomoea batatas)|
3211|11516|1100|Sweet potato, frozen, unprepared|
3216|11521|1100|Taro leaves, cooked, steamed, without salt|
3217|11522|1100|Taro shoots, raw (Colocasia esculenta)|
3218|11523|1100|Taro shoots, cooked, without salt|
3219|11525|1100|Taro, tahitian, raw (Colocasia esculenta)|
3220|11526|1100|Taro, tahitian, cooked, without salt|
3226|11537|1100|Tomatoes, red, ripe, canned, with green chilies|
3230|11548|1100|Tomato powder|
3233|11553|1100|Tomato products, canned, sauce, with onions|
3234|11555|1100|Tomato products, canned, sauce, with herbs and cheese|
3236|11559|1100|Tomato products, canned, sauce, with tomato tidbits|
3237|11563|1100|Tree fern, cooked, without salt|
3240|11566|1100|Turnips, frozen, unprepared|
3244|11570|1100|Turnip greens, canned, solids and liquids|
3245|11574|1100|Turnip greens, frozen, unprepared|
3247|11576|1100|Turnip greens and turnips, frozen, unprepared|
3250|11579|1100|Vegetables, mixed, canned, solids and liquids|
3252|11583|1100|Vegetables, mixed, frozen, unprepared|
3255|11587|1100|Vinespinach, (basella), raw (Basella alba)|
3259|11593|1100|Waxgourd, (chinese preserving melon), raw (Benincasa hispida)|
3262|11596|1100|Winged beans, immature seeds, cooked, boiled, drained, without salt|
3263|11597|1100|Winged bean leaves, raw (Psophocarpus tetragonolobus)|
3264|11599|1100|Winged bean tuber, raw (Psophocarpus tetragonolobus)|
3268|11604|1100|Yambean (jicama), cooked, boiled, drained, without salt|
3269|11605|1100|Beets, harvard, canned, solids and liquids|
3271|11613|1100|Borage, raw (Borago officinalis)|
3272|11614|1100|Borage, cooked, boiled, drained, without salt|
3273|11615|1100|Chives, freeze-dried|
3274|11616|1100|Dock, raw (Rumex spp.)|
3275|11617|1100|Dock, cooked, boiled, drained, without salt|
3276|11618|1100|Eppaw, raw (Perideridia oregana)|
3277|11620|1100|Drumstick pods, raw (Moringa oleifera)|
3278|11621|1100|Drumstick pods, cooked, boiled, drained, without salt|
3279|11622|1100|Kale, scotch, raw (Brassica napus (Pabularia Group))|
3280|11623|1100|Kale, scotch, cooked, boiled, drained, without salt|
3281|11624|1100|Leeks, (bulb and lower-leaf portion), freeze-dried|
3282|11625|1100|Parsley, freeze-dried|
3286|11637|1100|Radishes, white icicle, raw (Raphanus sativus)|
3294|11649|1100|Tomato products, canned, sauce, spanish style|
3295|11653|1100|Beans, pinto, mature seeds, sprouted, raw (Phaseolus vulgaris)|
3296|11654|1100|Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt|
3302|11660|1100|Tomatoes, red, ripe, cooked, stewed|
3308|11671|1100|Potatoes, o'brien, home-prepared|
3311|11675|1100|Potatoes, microwaved, cooked in skin, flesh and skin, without salt|
3312|11676|1100|Radish seeds, sprouted, raw (Raphanus sativus)|
3316|11695|1100|Tomatoes, orange, raw (Solanum lycopersicum)|
3317|11696|1100|Tomatoes, yellow, raw (Solanum lycopersicum)|
3318|11697|1100|Arrowroot, raw (Maranta arundinacea)|
3319|11698|1100|Chrysanthemum leaves, raw (Chrysanthemum coronarium)|
3320|11700|1100|Amaranth leaves, cooked, boiled, drained, with salt|
3321|11701|1100|Arrowhead, cooked, boiled, drained, with salt|
3329|11712|1100|Bamboo shoots, cooked, boiled, drained, with salt|
3330|11713|1100|Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt|
3336|11719|1100|Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt|
3337|11720|1100|Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt|
3338|11721|1100|Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt|
3342|11725|1100|Beans, snap, yellow, cooked, boiled, drained, with salt|
3343|11726|1100|Beans, snap, green, canned, no salt added, solids and liquids|
3351|11734|1100|Beets, cooked, boiled. drained, with salt|
3353|11736|1100|Beet greens, cooked, boiled, drained, with salt|
3354|11737|1100|Borage, cooked, boiled, drained, with salt|
3355|11738|1100|Broadbeans, immature seeds, cooked, boiled, drained, with salt (Vicia faba)|
3358|11741|1100|Broccoli, stalks, raw|
3359|11742|1100|Broccoli, cooked, boiled, drained, with salt|
3360|11743|1100|Broccoli, frozen, chopped, cooked, boiled, drained, with salt|
3361|11744|1100|Broccoli, frozen, spears, cooked, boiled, drained, with salt|
3365|11748|1100|Butterbur, cooked, boiled, drained, with salt|
3366|11749|1100|Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw|
3367|11750|1100|Cabbage, common (danish, domestic, and pointed types), stored, raw|
3368|11751|1100|Cabbage, common, cooked, boiled, drained, with salt|
3370|11753|1100|Cabbage, savoy, cooked, boiled, drained, with salt|
3372|11755|1100|Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt|
3373|11756|1100|Cardoon, cooked, boiled, drained, with salt|
3376|11759|1100|Carrots, canned, no salt added, drained solids|
3378|11761|1100|Cauliflower, cooked, boiled, drained, with salt|
3380|11763|1100|Celeriac, cooked, boiled, drained, with salt|
3381|11764|1100|Celery, cooked, boiled, drained, with salt|
3389|11772|1100|Corn, sweet, yellow, canned, cream style, no salt added|
3391|11774|1100|Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt|
3392|11775|1100|Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt|
3395|11779|1100|Cowpeas, young pods with seeds, cooked, boiled, drained, with salt|
3396|11780|1100|Cowpeas, leafy tips, cooked, boiled, drained, with salt|
3398|11782|1100|Dandelion greens, cooked, boiled, drained, with salt|
3399|11783|1100|Eggplant, cooked, boiled, drained, with salt|
3403|11787|1100|Drumstick pods, cooked, boiled, drained, with salt|
3404|11788|1100|Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt|
3408|11792|1100|Kale, scotch, cooked, boiled, drained, with salt|
3411|11795|1100|Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt|
3412|11796|1100|Lotus root, cooked, boiled, drained, with salt|
3416|11800|1100|Mustard greens, frozen, cooked, boiled, drained, with salt|
3417|11801|1100|Mustard spinach, (tendergreen), cooked, boiled, drained, with salt|
3424|11808|1100|Parsnips, cooked, boiled, drained, with salt|
3425|11809|1100|Peas, edible-podded, cooked, boiled, drained, with salt|
3426|11810|1100|Peas, edible-podded, frozen, cooked, boiled, drained, with salt|
3427|11811|1100|Peas, green, cooked, boiled, drained, with salt|
3429|11813|1100|Peas, green, canned, no salt added, drained solids|
3431|11815|1100|Peas, mature seeds, sprouted, cooked, boiled, drained, with salt|
3440|11824|1100|Peppers, sweet, red, cooked, boiled, drained, with salt|
3448|11832|1100|Potatoes, boiled, cooked in skin, skin, with salt|
3450|11834|1100|Potatoes, microwaved, cooked, in skin, flesh and skin, with salt|
3451|11835|1100|Potatoes, microwaved, cooked in skin, flesh, with salt|
3452|11836|1100|Potatoes, microwaved, cooked, in skin, skin with salt|
3453|11837|1100|Potatoes, frozen, whole, cooked, boiled, drained, with salt|
3454|11840|1100|Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt|
3457|11843|1100|Potatoes, au gratin, home-prepared from recipe using margarine|
3458|11844|1100|Potatoes, scalloped, home-prepared with margarine|
3463|11849|1100|Purslane, cooked, boiled, drained, with salt|
3464|11850|1100|Radishes, oriental, cooked, boiled, drained, with salt|
3467|11853|1100|Soybeans, green, cooked, boiled, drained, with salt|
3474|11860|1100|Squash, summer, scallop, cooked, boiled, drained, with salt|
3476|11862|1100|Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt|
3478|11864|1100|Squash, winter, acorn, cooked, baked, with salt|
3479|11865|1100|Squash, winter, acorn, cooked, boiled, mashed, with salt|
3481|11867|1100|Squash, winter, butternut, frozen, cooked, boiled, with salt|
3485|11871|1100|Succotash, (corn and limas), cooked, boiled, drained, with salt|
3486|11872|1100|Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt|
3487|11873|1100|Swamp cabbage (skunk cabbage), cooked, boiled, drained, with salt|
3491|11877|1100|Sweet potato, frozen, cooked, baked, with salt|
3493|11879|1100|Taro, leaves, cooked, steamed, with salt|
3494|11880|1100|Taro, shoots, cooked, with salt|
3495|11881|1100|Taro, tahitian, cooked, with salt|
3505|11894|1100|Vegetables, mixed, frozen, cooked, boiled, drained, with salt|
3506|11895|1100|Waxgourd, (chinese preserving melon), cooked, boiled, drained, with salt|
3507|11896|1100|Winged bean, immature seeds, cooked, boiled, drained, with salt|
3509|11898|1100|Yambean (jicama), cooked, boiled, drained, with salt|
3510|11899|1100|Yardlong bean, cooked, boiled, drained, with salt|
3514|11903|1100|Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids|
3519|11908|1100|Corn, sweet, white, canned, vacuum pack, regular pack|
3520|11909|1100|Corn, sweet, white, canned, vacuum pack, no salt added|
3524|11913|1100|Corn, sweet, white, frozen, kernels on cob, unprepared|
3525|11914|1100|Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt|
3526|11915|1100|Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt|
3527|11916|1100|Peppers, sweet, red, canned, solids and liquids|
3532|11922|1100|Sesbania flower, cooked, steamed, with salt|
3534|11924|1100|Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt|
3535|11925|1100|Dock, cooked, boiled, drained, with salt|
3536|11926|1100|Lentils, sprouted, cooked, stir-fried, with salt|
3537|11927|1100|Mountain yam, hawaii, cooked, steamed, with salt|
3538|11928|1100|Tree fern, cooked, with salt|
3539|11929|1100|Potatoes, mashed, prepared from granules, without milk, whole milk and margarine|
3540|11930|1100|Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added|
3543|11933|1100|Beans, snap, yellow, canned, no salt added, drained solids|
3549|11939|1100|Mushrooms, portabella, exposed to ultraviolet light, grilled (Agaricus bisporus)|
3553|11944|1100|Pickle relish, hot dog|
3560|11951|1100|Peppers, sweet, yellow, raw (Capsicum annuum)|
3562|11953|1100|Squash, zucchini, baby, raw (Cucurbita spp.)|
3565|11956|1100|Tomatoes, sun-dried, packed in oil, drained|
3567|11958|1100|Pickle relish, hamburger|
3569|11960|1100|Carrots, baby, raw (Daucus carota)|
3570|11961|1100|Hearts of palm, canned|
3576|11968|1100|Cauliflower, green, cooked, with salt|
3578|11970|1100|Cabbage, napa, cooked (Brassica oleracea)|
3579|11972|1100|Lemon grass (citronella), raw (Collinsonia canadensis)|
3585|11978|1100|Peppers, ancho, dried|
3587|11980|1100|Peppers, chili, green, canned|
3589|11982|1100|Peppers, pasilla, dried|
3591|11984|1100|Epazote, raw (Chenopodium ambrosiodes)|
3592|11985|1100|Fireweed, leaves, raw (Epilobium angustifolium)|
3593|11986|1100|Malabar spinach, cooked|
3595|11988|1100|Fungi, Cloud ears, dried|
3596|11989|1100|Mushrooms, straw, canned, drained solids|
3597|11990|1100|Wasabi, root, raw (Wasabia japonica)|
3598|11991|1100|Yautia (tannier), raw (Xanthosoma sagittifolium)|
3602|11995|1100|Fiddlehead ferns, raw (Matteuccia struthioreris)|
3603|11996|1100|Fiddlehead ferns, frozen, unprepared|
3604|11998|1100|Mushrooms, portabella, exposed to ultraviolet light, raw (Agaricus bisporus)|
3605|12001|1200|Seeds, breadfruit seeds, raw (Artocarpus altilis)|
3606|12003|1200|Seeds, breadfruit seeds, boiled|
3607|12004|1200|Seeds, breadnut tree seeds, raw (Brosimum alicastrum)|
3608|12005|1200|Seeds, breadnut tree seeds, dried|
3609|12006|1200|Seeds, chia seeds, dried (Salvia hispanica)|
3610|12007|1200|Seeds, cottonseed flour, partially defatted (glandless)|
3611|12008|1200|Seeds, cottonseed flour, low fat (glandless)|
3612|12011|1200|Seeds, cottonseed meal, partially defatted (glandless)|
3613|12012|1200|Seeds, hemp seed, hulled (Cannabis sativa L.)|
3614|12013|1200|Seeds, lotus seeds, dried|
3617|12021|1200|Seeds, safflower seed kernels, dried (Carthamus tinctorius)|
3618|12022|1200|Seeds, safflower seed meal, partially defatted|
3620|12024|1200|Seeds, sesame seeds, whole, roasted and toasted|
3622|12032|1200|Seeds, sesame flour, partially defatted|
3623|12033|1200|Seeds, sesame flour, low-fat|
3624|12034|1200|Seeds, sesame meal, partially defatted|
3628|12039|1200|Seeds, sunflower seed kernels, toasted, without salt|
3629|12040|1200|Seeds, sunflower seed butter, without salt|
3630|12041|1200|Seeds, sunflower seed flour, partially defatted|
3631|12058|1200|Nuts, acorns, raw (Quercus spp.)|
3632|12059|1200|Nuts, acorns, dried|
3633|12060|1200|Nuts, acorn flour, full fat|
3639|12077|1200|Nuts, beechnuts, dried (Fagus spp.)|
3641|12084|1200|Nuts, butternuts, dried (Juglans cinerea)|
3644|12087|1200|Nuts, cashew nuts, raw (Anacardium occidentale)|
3645|12088|1200|Nuts, cashew butter, plain, without salt added|
3646|12093|1200|Nuts, chestnuts, chinese, raw (Castanea mollissima)|
3647|12094|1200|Nuts, chestnuts, chinese, dried|
3648|12095|1200|Nuts, chestnuts, chinese, boiled and steamed|
3649|12096|1200|Nuts, chestnuts, chinese, roasted|
3650|12097|1200|Nuts, chestnuts, european, raw, unpeeled (Castanea sativa)|
3651|12098|1200|Nuts, chestnuts, european, raw, peeled|
3652|12099|1200|Nuts, chestnuts, european, dried, unpeeled|
3653|12100|1200|Nuts, chestnuts, european, dried, peeled|
3654|12101|1200|Nuts, chestnuts, european, boiled and steamed|
3658|12110|1200|Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned|
3659|12114|1200|Nuts, coconut meat, dried (desiccated), toasted|
3660|12115|1200|Nuts, coconut cream, raw (liquid expressed from grated meat)|
3663|12118|1200|Nuts, coconut milk, canned (liquid expressed from grated meat and water)|
3666|12121|1200|Nuts, hazelnuts or filberts, blanched|
3667|12122|1200|Nuts, hazelnuts or filberts, dry roasted, without salt added|
3668|12127|1200|Nuts, ginkgo nuts, raw (Ginkgo biloba)|
3669|12128|1200|Nuts, ginkgo nuts, dried|
3671|12130|1200|Nuts, hickorynuts, dried (Carya spp.)|
3673|12132|1200|Nuts, macadamia nuts, dry roasted, without salt added|
3675|12136|1200|Nuts, mixed nuts, dry roasted, with peanuts, salt added, PLANTERS pistachio blend|
3676|12137|1200|Nuts, mixed nuts, oil roasted, with peanuts, without salt added|
3677|12138|1200|Nuts, mixed nuts, oil roasted, without peanuts, without salt added|
3678|12140|1200|Nuts, formulated, wheat-based, unflavored, with salt added|
3679|12141|1200|Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER|
3681|12143|1200|Nuts, pecans, dry roasted, without salt added|
3682|12144|1200|Nuts, pecans, oil roasted, without salt added|
3683|12145|1200|Nuts, pilinuts, dried (Canarium ovatum)|
3685|12149|1200|Nuts, pine nuts, pinyon, dried (Pinus edulis)|
3690|12156|1200|Nuts, walnuts, glazed|
3692|12158|1200|Seeds, breadfruit seeds, roasted|
3693|12160|1200|Seeds, cottonseed kernels, roasted (glandless) (Gossypium spp.)|
3694|12163|1200|Seeds, pumpkin and squash seeds, whole, roasted, without salt (Cucurbita spp.)|
3697|12169|1200|Seeds, sesame butter, paste|
3698|12170|1200|Seeds, sesame flour, high-fat|
3699|12171|1200|Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)|
