row      NDB_No  FdGrp_Cd                                          Long_Desc      FE
72      1080       100  Milk, reduced fat, fluid, 2% milkfat, with add...    0.05
6240   19223      1900  Rennin, vanilla, dry mix, prepared with whole ...    0.05
6232   19214      1900    Rennin, vanilla, dry mix, prepared with 2% milk    0.05
48      1049       100                        Cream, fluid, half and half    0.05
4315   14258      1400      Beverages, OCEAN SPRAY, White Cranberry Peach    0.05
300     2052       200             Vanilla extract, imitation, no alcohol    0.05
6394   19710      1900  Puddings, vanilla, dry mix, regular, with adde...    0.05
1539    6611       600            Soup, SWANSON, beef broth, lower sodium    0.04
233     1286       100                     Yogurt, Greek, vanilla, nonfat    0.04
242     1297       100                     Yogurt, Greek, vanilla, lowfat    0.04
199     1235       100  Yogurt, frozen, flavors not chocolate, nonfat ...    0.04
8642   43019       400                     Salad dressing, sweet and sour    0.04
8570   42131      1900     Milk dessert, frozen, milk-fat free, chocolate    0.04
4230   14151      1400  Beverages, carbonated, low calorie, other than...    0.04
4284   14219      1400  Beverages, coffee, instant, decaffeinated, pre...    0.04
4232   14153      1400  Beverages, carbonated, pepper-type, contains c...    0.04
4280   14215      1400  Beverages, coffee, instant, regular, prepared ...    0.04
234     1287       100                       Yogurt, Greek, plain, lowfat    0.04
235     1289       100                      Kefir, lowfat, plain, LIFEWAY    0.04
4333   14284      1400                Beverages, Cranberry juice cocktail    0.04
4303   14243      1400  Cranberry juice cocktail, bottled, low calorie...    0.04
4334   14285      1400         Beverages, OCEAN SPRAY, Ruby Red cranberry    0.04
8675   43158      1900  Sweeteners, tabletop, saccharin (sodium saccha...    0.04
4295   14235      1400           Beverages, OCEAN SPRAY, Diet Cran Cherry    0.04
4293   14233      1400  Beverages, OCEAN SPRAY, Cran Raspberry Juice D...    0.04
1314    6188       600  Soup, beef broth, less/reduced sodium, ready t...    0.04
4291   14227      1400  Beverages, OCEAN SPRAY, White Cranberry Strawb...    0.04
4290   14226      1400  Beverages, OCEAN SPRAY, Light Cranberry and Ra...    0.04
236     1290       100                 Kefir, lowfat, strawberry, LIFEWAY    0.04
4286   14221      1400       Beverages, OCEAN SPRAY, Diet Cranberry Juice    0.04
4285   14220      1400  Beverages, OCEAN SPRAY, Cranberry-Apple Juice ...    0.04
228     1278       100       Yogurt, Greek, nonfat, vanilla, DANNON OIKOS    0.04
4354   14323      1400  Beverages, orange drink, canned, with added vi...    0.04
4282   14217      1400                 Beverages, OCEAN SPRAY, Cran Grape    0.04
4415   14532      1400  Alcoholic beverage, distilled, all (gin, rum, ...    0.04
4253   14179      1400  Beverages, coffee, ready to drink, milk based,...    0.04
4459   14627      1400  Beverages, Energy Drink, Monster, fortified wi...    0.04
4207   14119      1400  Beverages, Mixed vegetable and fruit juice dri...    0.04
4468   14636      1400  Beverages, fruit juice drink, reduced sugar, w...    0.04
8778   44203      1400  Beverages, Cocktail mix, non-alcoholic, concen...    0.04
4222   14143      1400  Beverages, carbonated, low calorie, other than...    0.04
6305   19321      1900  Puddings, banana, dry mix, regular, prepared w...    0.04
6063   19018      1900                                        Fruit syrup    0.04
6320   19337      1900    Sweeteners, tabletop, aspartame, EQUAL, packets    0.04
731     4600       400  Margarine-like, vegetable oil-butter spread, t...    0.04
8627   42290       100  Milk, fluid, nonfat, calcium fortified (fat fr...    0.04
150     1172       100               Egg, white, raw, frozen, pasteurized    0.04
6227   19207      1900  Puddings, vanilla, dry mix, regular, prepared ...    0.04
64      1071       100  Dessert topping, powdered, 1.5 ounce prepared ...    0.04
720     4585       400  Margarine-like, margarine-butter blend, soybea...    0.04
4428   14551      1400  Alcoholic beverage, distilled, all (gin, rum, ...    0.04
4427   14550      1400  Alcoholic beverage, distilled, all (gin, rum, ...    0.04
764     4646       400  Oil, industrial, coconut, principal uses candy...    0.04
8591   42185      1900  Frozen yogurts, chocolate, nonfat milk, sweete...    0.04
4419   14537      1400  Carbonated beverage, low calorie, other than c...    0.04
4416   14533      1400  Alcoholic beverage, distilled, all (gin, rum, ...    0.04
4148   14037      1400  Alcoholic beverage, distilled, all (gin, rum, ...    0.04
8580   42151       400       Vegetable oil-butter spread, reduced calorie    0.04
4299   14239      1400       Alcoholic beverage, malt beer, hard lemonade    0.03
4307   14248      1400    Alcoholic beverage, beer, light, higher alcohol    0.03
4309   14251      1400          Alcoholic beverages, beer, higher alcohol    0.03
4410   14462      1400  Beverages, Propel Zero, fruit-flavored, non-ca...    0.03
662     4060       400           Oil, sunflower, linoleic (less than 60%)    0.03
4294   14234      1400              Beverages, OCEAN SPRAY, Cran Lemonade    0.03
4186   14090      1400  Beverages, Coconut water, ready-to-drink, unsw...    0.03
61      1068       100  Cream substitute, liquid, with lauric acid oil...    0.03
6326   19351      1900                        Syrups, corn, high-fructose    0.03
69      1077       100   Milk, whole, 3.25% milkfat, with added vitamin D    0.03
4130   14015      1400            Alcoholic beverage, pina colada, canned    0.03
63      1070       100                          Dessert topping, powdered    0.03
6344   19375      1900             Frostings, glaze, prepared-from-recipe    0.03
760     4642       400              Oil, industrial, mid-oleic, sunflower    0.03
745     4624       400  Margarine-like, vegetable oil spread, fat free...    0.03
4310   14252      1400                    Beverages, Malt liquor beverage    0.03
4244   14165      1400      Beverages, carbonated, limeade, high caffeine    0.03
4125   14006      1400                    Alcoholic beverage, beer, light    0.03
74      1082       100  Milk, lowfat, fluid, 1% milkfat, with added vi...    0.03
8572   42136       100                  Cream substitute, powdered, light    0.03
8448   35238      3500                Tea, herbal, brewed, Hohoysi (Hopi)    0.03
170     1200       100                 Reddi Wip Fat Free Whipped Topping    0.03
179     1211       100  Milk, whole, 3.25% milkfat, without added vita...    0.03
197     1230       100                     Milk, buttermilk, fluid, whole    0.03
4433   14558      1400  Beverages, chocolate-flavor beverage mix for m...    0.03
153     1175       100  Milk, fluid, 1% fat, without added vitamin A a...    0.03
656     4042       400                      Oil, peanut, salad or cooking    0.03
133     1151       100  Milk, nonfat, fluid, without added vitamin A a...    0.03
50      1052       100                       Cream, fluid, light whipping    0.03
301     2053       200                                 Vinegar, distilled    0.03
56      1058       100  Sour dressing, non-butterfat, cultured, filled...    0.03
4466   14634      1400  Beverages, milk beverage, reduced fat, flavore...    0.03
95      1107       100                         Milk, human, mature, fluid    0.03
77      1085       100  Milk, nonfat, fluid, with added vitamin A and ...    0.03
6072   19030      1900                              Syrup, fruit flavored    0.03
6442   19892      1900      Frozen novelties, Sugar Free, CREAMSICLE Pops    0.03
60      1067       100  Cream substitute, liquid, with hydrogenated ve...    0.03
6160   19128      1900     Syrups, table blends, pancake, reduced-calorie    0.03
6161   19129      1900                      Syrups, table blends, pancake    0.03
6347   19383      1900              Candies, toffee, prepared-from-recipe    0.03
4133   14019      1400        Alcoholic beverage, tequila sunrise, canned    0.02
666     4128       400  Margarine-like, vegetable oil spread, unspecif...    0.02
4178   14079      1400  Beverages, yellow green colored citrus soft dr...    0.02
4245   14166      1400  Beverages, carbonated, low calorie, cola or pe...    0.02
4122   14003      1400             Alcoholic beverage, beer, regular, all    0.02
4235   14156      1400  Beverages, Energy drink, RED BULL, sugar free,...    0.02
4223   14144      1400  Beverages, carbonated, lemon-lime soda, no caf...    0.02
4226   14147      1400      Beverages, carbonated, cola, without caffeine    0.02
4227   14148      1400               Beverages, carbonated, cola, regular    0.02
4228   14149      1400  Beverages, carbonated, reduced sugar, cola, co...    0.02
4225   14146      1400  Beverages, carbonated, low calorie, cola or pe...    0.02
0       1001       100                                     Butter, salted    0.02
4254   14180      1400         Beverages, coffee, brewed, breakfast blend    0.02
4462   14630      1400      Beverages, Energy drink, ROCKSTAR, sugar free    0.02
747     4627       400  Margarine-like spread with yogurt, approximate...    0.02
6389   19704      1900  Gelatin desserts, dry mix, reduced calorie, wi...    0.02
6388   19703      1900  Gelatin desserts, dry mix, reduced calorie, wi...    0.02
6348   19384      1900            Candies, divinity, prepared-from-recipe    0.02
65      1072       100                       Dessert topping, pressurized    0.02
71      1079       100  Milk, reduced fat, fluid, 2% milkfat, with add...    0.02
767     4650       400  Oil, industrial, soy, refined, for woks and li...    0.02
786     4669       400  USDA Commodity Food, oil, vegetable, soybean, ...    0.02
6201   19173      1900     Gelatin desserts, dry mix, prepared with water    0.02
787     4670       400  USDA Commodity Food, oil, vegetable, low satur...    0.02
6135   19103      1900      Candies, fudge, vanilla, prepared-from-recipe    0.02
802     4690       400  Margarine-like, vegetable oil spread, approxim...    0.02
4473   14641      1400  Beverages, Energy drink, VAULT Zero, sugar-fre...    0.02
4260   14188      1400  Beverages, tea, green, ready to drink, ginseng...    0.02
4472   14640      1400      Beverages, Energy drink, VAULT, citrus flavor    0.02
131     1145       100                               Butter, without salt    0.02
4361   14352      1400  Beverages, tea, black, brewed, prepared with t...    0.02
4328   14278      1400             Beverages, tea, green, brewed, regular    0.02
1490    6480       600  Soup, chicken broth or bouillon, dry, prepared...    0.02
1489    6476       600       Soup, beef broth, cubed, prepared with water    0.02
1488    6475       600  Soup, beef broth or bouillon, powder, prepared...    0.02
4458   14626      1400             Beverages, Energy drink, FULL THROTTLE    0.02
4158   14052      1400   Alcoholic beverage, distilled, whiskey, 86 proof    0.02
4363   14355      1400  Beverages, tea, black, brewed, prepared with t...    0.02
4370   14371      1400  Beverages, tea, instant, lemon, sweetened, pre...    0.02
4380   14407      1400  Beverages, orange-flavor drink, breakfast type...    0.02
4423   14543      1400  Beverages, lemonade, frozen concentrate, pink,...    0.02
152     1174       100  Milk, reduced fat, fluid, 2% milkfat, without ...    0.02
4457   14625      1400                       Beverages, Energy drink, AMP    0.02
4127   14009      1400               Alcoholic beverage, daiquiri, canned    0.01
660     4055       400                                          Oil, palm    0.01
4139   14027      1400           Alcoholic beverage, whiskey sour, canned    0.01
8687   43268       100  Whipped cream substitute, dietetic, made from ...    0.01
1305    6174       600                   Soup, stock, fish, home-prepared    0.01
4276   14209      1400  Beverages, coffee, brewed, prepared with tap w...    0.01
746     4626       400  Margarine-like spread with yogurt, 70% fat, st...    0.01
4209   14121      1400                   Beverages, carbonated, club soda    0.01
4337   14288      1400              Lemonade, powder, prepared with water    0.01
4424   14544      1400  Beverages, tea, black, brewed, prepared with d...    0.01
4470   14638      1400       Beverages, Horchata, as served in restaurant    0.01
6105   19070      1900                              Candies, butterscotch    0.01
6131   19099      1900             Candies, fondant, prepared-from-recipe    0.01
4406   14440      1400  Beverages, water, bottled, non-carbonated, DAN...    0.01
6186   19156      1900  Candies, MARS SNACKFOOD US, STARBURST Fruit Ch...    0.01
6203   19176      1900  Gelatin desserts, dry mix, reduced calorie, wi...    0.01
4375   14385      1400           Beverages, water, bottled, POLAND SPRING    0.01
6222   19202      1900                Puddings, vanilla, dry mix, instant    0.01
6296   19309      1900  Candies, MARS SNACKFOOD US, STARBURST Fruit Ch...    0.01
4367   14367      1400  Beverages, tea, instant, unsweetened, prepared...    0.01
6299   19313      1900  Candies, MARS SNACKFOOD US, STARBURST Fruit Ch...    0.01
4234   14155      1400                 Beverages, carbonated, tonic water    0.01
4301   14241      1400    Beverages, cranberry-grape juice drink, bottled    0.01
6301   19315      1900  Candies, MARS SNACKFOOD US, STARBURST Sour Fru...    0.01
6346   19382      1900               Candies, taffy, prepared-from-recipe    0.01
4157   14051      1400     Alcoholic beverage, distilled, vodka, 80 proof    0.01
6340   19369      1900  Candies, MARS SNACKFOOD US, SKITTLES Sours Ori...    0.01
6342   19371      1900  Frostings, vanilla, creamy, dry mix, prepared ...    0.01
650     4029       400  Salad dressing, mayonnaise, imitation, soybean...    0.01
4343   14297      1400  Beverages, lemonade-flavor drink, powder, prep...    0.01
718     4583       400                                       Oil, mustard    0.00
207     1243       100  Fat free ice cream, no sugar added, flavors ot...    0.00
8650   43057      1900  Candies, gum drops, no sugar or low calorie (s...    0.00
710     4570       400       Shortening, confectionery, fractionated palm    0.00
717     4582       400                                        Oil, canola    0.00
169     1199       100                     Cream, half and half, fat free    0.00
711     4572       400                                 Oil, nutmeg butter    0.00
714     4575       400                                        Fat, turkey    0.00
716     4581       400                                       Oil, avocado    0.00
712     4573       400                                Oil, ucuhuba butter    0.00
204     1240       100  Ice cream cone, chocolate covered, with nuts, ...    0.00
8734   43408       300                              Babyfood, juice, pear    0.00
713     4574       400                                          Fat, duck    0.00
206     1242       100  Ice cream sandwich, vanilla, light, no sugar a...    0.00
719     4584       400          Oil, sunflower, high oleic (70% and over)    0.00
8645   43026      1900                                 Syrups, sugar free    0.00
715     4576       400                                         Fat, goose    0.00
724     4589       400                                Fish oil, cod liver    0.00
156     1180       100                               Sour cream, fat free    0.00
721     4586       400  Shortening, special purpose for cakes and fros...    0.00
2       1003       100                              Butter oil, anhydrous    0.00
744     4620       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
743     4618       400  Margarine, regular, 80% fat, composite, tub, w...    0.00
59      1061       100               Cheese, American, nonfat or fat free    0.00
740     4614       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
739     4613       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
738     4612       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
737     4611       400  Margarine, regular, 80% fat, composite, tub, w...    0.00
8621   42281      1900       Gums, seed gums (includes locust bean, guar)    0.00
735     4609       400                           Animal fat, bacon grease    0.00
734     4606       400  Meat drippings (lard, beef tallow, mutton tallow)    0.00
730     4595       400  Shortening, multipurpose, soybean (hydrogenate...    0.00
8626   42289       400                               Oil, corn and canola    0.00
729     4594       400                                  Fish oil, sardine    0.00
728     4593       400                                   Fish oil, salmon    0.00
727     4592       400             Fish oil, menhaden, fully hydrogenated    0.00
726     4591       400                                 Fish oil, menhaden    0.00
725     4590       400                                  Fish oil, herring    0.00
709     4560       400  Shortening frying (heavy duty), soybean (hydro...    0.00
723     4588       400                                           Oil, oat    0.00
722     4587       400  Shortening, special purpose for baking, soybea...    0.00
8651   43058      1900  Candies, hard, dietetic or low calorie (sorbitol)    0.00
652     4031       400  Shortening, household, soybean (partially hydr...    0.00
8653   43060      1900                             Chewing gum, sugarless    0.00
8654   43075       300  Fluid replacement, electrolyte solution (inclu...    0.00
680     4511       400  Oil, safflower, salad or cooking, high oleic (...    0.00
240     1294       100                   Yogurt, Greek, fruit, whole milk    0.00
679     4510       400  Oil, safflower, salad or cooking, linoleic, (o...    0.00
678     4506       400            Oil, sunflower, linoleic, (approx. 65%)    0.00
241     1295       100                           Yogurt, vanilla, non-fat    0.00
677     4502       400                  Oil, cottonseed, salad or cooking    0.00
676     4501       400                                  Oil, cocoa butter    0.00
243     1298       100  Yogurt, frozen, flavors other than chocolate, ...    0.00
246     1302       100                        Light ice cream, Creamsicle    0.00
247     1303       100                       Cream, half and half, lowfat    0.00
311     2074       200     Seasoning mix, dry, sazon, coriander & annatto    0.00
668     4135       400       Salad dressing, home recipe, vinegar and oil    0.00
8712   43355       400        Mayonnaise, low sodium, low calorie or diet    0.00
334     3024       300  Babyfood, water, bottled, GERBER, without adde...    0.00
336     3026       300                    Babyfood, tropical fruit medley    0.00
663     4073       400   Margarine, regular, hard, soybean (hydrogenated)    0.00
499     3293       300        Babyfood, plums, bananas and rice, strained    0.00
8708   43344      1900          Jams, preserves, marmalade, reduced sugar    0.00
503     3301       300  Babyfood, beverage, GERBER GRADUATE FRUIT SPLA...    0.00
661     4058       400                      Oil, sesame, salad or cooking    0.00
504     3302       300      Babyfood, snack, GERBER GRADUATE YOGURT MELTS    0.00
628     3995       300      Babyfood, banana with mixed berries, strained    0.00
630     3997       300               Babyfood, Baby MUM MUM Rice Biscuits    0.00
633     4001       400                                   Fat, beef tallow    0.00
634     4002       400                                               Lard    0.00
648     4027       400     Salad dressing, mayonnaise, imitation, soybean    0.00
655     4038       400                                    Oil, wheat germ    0.00
681     4513       400                         Vegetable oil, palm kernel    0.00
682     4514       400                                     Oil, poppyseed    0.00
683     4515       400                                    Oil, tomatoseed    0.00
694     4536       400                                       Oil, sheanut    0.00
708     4559       400  Shortening household soybean (hydrogenated) an...    0.00
653     4034       400  Oil, soybean, salad or cooking, (partially hyd...    0.00
706     4554       400  Shortening industrial, soybean (hydrogenated) ...    0.00
705     4551       400  Shortening confectionery, coconut (hydrogenate...    0.00
704     4550       400  Shortening frying (heavy duty), beef tallow an...    0.00
703     4549       400      Shortening industrial, lard and vegetable oil    0.00
702     4548       400  Shortening cake mix, soybean (hydrogenated) an...    0.00
701     4546       400  Shortening bread, soybean (hydrogenated) and c...    0.00
700     4545       400  Oil, sunflower, linoleic, (partially hydrogena...    0.00
699     4544       400      Shortening, household, lard and vegetable oil    0.00
698     4543       400  Oil, soybean, salad or cooking, (partially hyd...    0.00
697     4542       400                                       Fat, chicken    0.00
693     4534       400                                       Oil, babassu    0.00
684     4516       400                                       Oil, teaseed    0.00
692     4532       400                                      Oil, hazelnut    0.00
691     4531       400                              Oil, soybean lecithin    0.00
690     4530       400                                Oil, apricot kernel    0.00
689     4529       400                                        Oil, almond    0.00
688     4528       400                                        Oil, walnut    0.00
687     4520       400                                 Fat, mutton tallow    0.00
220     1264       100  Ice cream bar, stick or nugget, with crunch co...    0.00
221     1265       100                Cheese, cheddar, nonfat or fat free    0.00
223     1267       100                      Cheese, mexican, queso cotija    0.00
239     1293       100                   Yogurt, Greek, plain, whole milk    0.00
686     4518       400  Oil, corn, industrial and retail, all purpose ...    0.00
685     4517       400                                     Oil, grapeseed    0.00
707     4556       400  Shortening frying (heavy duty), palm (hydrogen...    0.00
8204   31007      1100                       HEALTHY REQUEST Tomato juice    0.00
8609   42256       400  Margarine-like, vegetable oil spread, stick or...    0.00
752     4633       400  Margarine-like, vegetable oil spread, 20% fat,...    0.00
4317   14260      1400       Beverages, tea, green, brewed, decaffeinated    0.00
4318   14261      1400  Beverages, tea, green, ready to drink, unsweet...    0.00
4325   14270      1400  Beverages, coffee, instant, vanilla, sweetened...    0.00
4326   14276      1400          Beverages, Tropical Punch, ready-to-drink    0.00
4329   14279      1400  Beverages, tea, black, ready-to-drink, peach, ...    0.00
4330   14280      1400  Beverages, tea, black, ready to drink, decaffe...    0.00
4331   14281      1400  Beverages, tea, black, ready to drink, decaffe...    0.00
4338   14291      1400  Beverages, SNAPPLE, tea, black and green, read...    0.00
4341   14294      1400  Beverages, SNAPPLE, tea, black and green, read...    0.00
4344   14303      1400   Limeade, frozen concentrate, prepared with water    0.00
4374   14384      1400                 Beverages, water, bottled, PERRIER    0.00
8386   35156      3500                  Oil, spotted seal (Alaska Native)    0.00
4381   14408      1400  Beverages, orange-flavor drink, breakfast type...    0.00
4383   14411      1400                    Beverages, water, tap, drinking    0.00
4384   14412      1400                        Beverages, water, tap, well    0.00
4396   14429      1400                   Beverages, water, tap, municipal    0.00
4399   14432      1400  Beverages, water, bottled, non-carbonated, DANNON    0.00
4400   14433      1400  Beverages, water, bottled, non-carbonated, PEP...    0.00
4401   14434      1400  Beverages, The COCA-COLA company, DASANI, wate...    0.00
4306   14247      1400              Beverages, tea, black, ready to drink    0.00
4289   14224      1400       Beverages, coffee, instant, mocha, sweetened    0.00
4278   14211      1400  Beverages, tea, black, ready-to-drink, lemon, ...    0.00
4218   14137      1400  Beverages, NESTEA, tea, black, ready-to-drink,...    0.00
4170   14065      1400  Beverages, The COCA-COLA company, Hi-C Flashin...    0.00
4174   14073      1400                             Beverages, ZEVIA, cola    0.00
4175   14074      1400              Beverages, ZEVIA, cola, caffeine free    0.00
4176   14075      1400  Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,...    0.00
4177   14076      1400  Beverages, ICELANDIC, Glacial Natural spring w...    0.00
4180   14082      1400  Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG ...    0.00
4189   14093      1400  Beverages, The COCA-COLA company, Glaceau Vita...    0.00
4190   14095      1400          Beverages, MINUTE MAID, Lemonada, Limeade    0.00
4246   14167      1400             Beverages, POWERADE, Zero, Mixed Berry    0.00
4275   14207      1400        Beverages, tea, ready-to-drink, lemon, diet    0.00
4250   14173      1400  Beverages, coffee, ready to drink, vanilla, li...    0.00
4251   14174      1400  Beverages, Lemonade fruit juice drink light, f...    0.00
4258   14185      1400                     Beverages, tea, Oolong, brewed    0.00
4261   14189      1400  Beverages, The COCA-COLA company, Minute Maid,...    0.00
4262   14190      1400        Beverages, tea, green, ready-to-drink, diet    0.00
4263   14191      1400  Beverages, tea, green, ready-to-drink, citrus,...    0.00
4269   14199      1400  Beverages, tea, black, ready-to-drink, lemon, ...    0.00
4274   14206      1400   Beverages, tea, green, ready-to-drink, sweetened    0.00
4411   14475      1400     Beverages, ARIZONA, tea, ready-to-drink, lemon    0.00
4412   14476      1400  Beverages, LIPTON BRISK, tea, black, ready-to-...    0.00
4431   14555      1400                            Water, bottled, generic    0.00
6466   19919      1900         Candies, fruit snacks, with high vitamin C    0.00
6325   19350      1900                                Syrups, corn, light    0.00
6334   19363      1900  Candies, MARS SNACKFOOD US, SKITTLES Wild Berr...    0.00
6335   19364      1900                  Toppings, butterscotch or caramel    0.00
6339   19368      1900  Candies, MARS SNACKFOOD US, SKITTLES Tropical ...    0.00
6341   19370      1900  Candies, MARS SNACKFOOD US, SKITTLES Original ...    0.00
6423   19867      1900                      Ice creams, vanilla, fat free    0.00
6424   19868      1900   Sweeteners, tabletop, sucralose, SPLENDA packets    0.00
6465   19918      1900  Sweetener, herbal extract powder from Stevia leaf    0.00
6468   19921      1900                                  Candies, Tamarind    0.00
6257   19244      1900                Frostings, vanilla, creamy, dry mix    0.00
6471   19924      1900                           Syrup, NESTLE, chocolate    0.00
7065   22951      2200                         SWANSON, Chicken A La King    0.00
7757   25071      2500                                      Rice crackers    0.00
7764   27013       600  CAMPBELL'S Red and White, Chicken Barley with ...    0.00
7773   27027       600                                PACE, Pico De Gallo    0.00
7774   27028       600                                  PACE, Salsa Verde    0.00
7775   27029       600                           PACE, Tequila Lime Salsa    0.00
8129   28327      1800                           Crackers, water biscuits    0.00
6322   19345      1900  Syrups, chocolate, HERSHEY'S Genuine Chocolate...    0.00
8296   35014      3500  Oil, beluga, whale (Alaska Native) (Delphinapt...    0.00
4432   14557      1400  Beverages, chocolate-flavor beverage mix for m...    0.00
4475   14645      1400  Beverages, Fruit flavored drink, less than 3% ...    0.00
4434   14559      1400   Beverages, water, bottled, non-carbonated, EVIAN    0.00
8354   35087      3500  Oil, whale, bowhead (Alaska Native) (Balaena m...    0.00
4436   14601      1400  Beverages, WENDY'S, tea, ready-to-drink, unswe...    0.00
4438   14604      1400  Water, non-carbonated, bottles, natural fruit ...    0.00
4439   14605      1400  Beverages, Water with added vitamins and miner...    0.00
4460   14628      1400           Beverages, Energy drink, AMP, sugar free    0.00
4469   14637      1400  Water, with corn syrup and/or sugar and low ca...    0.00
4474   14644      1400  Beverages, PEPSICO QUAKER, Gatorade G2, low ca...    0.00
4476   14646      1400  Beverages, Fruit flavored drink containing les...    0.00
6192   19163      1900                                        Chewing gum    0.00
4477   14647      1400  Beverages, Fruit flavored drink, reduced sugar...    0.00
4934   16249      1600                               SILK Coffee, soymilk    0.00
8328   35057      3500         Oil, bearded seal (Oogruk) (Alaska Native)    0.00
4945   16260      1600                              SILK Original Creamer    0.00
4946   16261      1600                        SILK French Vanilla Creamer    0.00
4947   16262      1600                              SILK Hazelnut Creamer    0.00
5857   18372      1800                      Leavening agents, baking soda    0.00
6071   19029      1900                     Topping, SMUCKER'S MAGIC SHELL    0.00
4169   14064      1400            Beverages, Orange juice, light, No pulp    0.00
4166   14061      1400                Beverages, Energy Drink, sugar free    0.00
4165   14060      1400  Beverages, Energy Drink with carbonated water ...    0.00
8562   42063      1900                                     Pectin, liquid    0.00
806     4694       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
807     4695       400  Margarine-like vegetable-oil spread, stick/tub...    0.00
8574   42138       400  Mayonnaise, reduced-calorie or diet, cholester...    0.00
809     4697       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
810     4698       400                Oil, industrial, canola, high oleic    0.00
814     4702       400    Oil, industrial, cottonseed, fully hydrogenated    0.00
820     4708       400            Mayonnaise, reduced fat, with olive oil    0.00
1215    6014       600  CAMPBELL'S Red and White, Broccoli Cheese Soup...    0.00
1228    6029       600  CAMPBELL'S, HEALTHY REQUEST, chicken with rice...    0.00
804     4692       400  Margarine, regular, 80% fat, composite, tub, w...    0.00
1249    6057       600  CAMPBELL'S Red and White, Chicken Broth, conde...    0.00
1250    6058       600  CAMPBELL'S Red and White, Chicken Gumbo Soup, ...    0.00
1266    6091       600    CAMPBELL'S Red and White, Beef Broth, condensed    0.00
1268    6097       600  CAMPBELL'S Red and White, Beef Consomme, conde...    0.00
1323    6209       600  CAMPBELL'S, 98% Fat Free Cream of Broccoli Sou...    0.00
1328    6214       600  CAMPBELL'S, 25% Less Sodium Cream of Mushroom ...    0.00
1329    6215       600  CAMPBELL'S, 98% Fat Free Broccoli Cheese Soup,...    0.00
1354    6242       600  CAMPBELL'S CHUNKY Microwavable Bowls, Chicken ...    0.00
805     4693       400  Margarine-like, vegetable oil spread, 60% fat,...    0.00
8579   42150       300           Babyfood, apple yogurt dessert, strained    0.00
1372    6314       600   Soup, HEALTHY CHOICE Chicken Noodle Soup, canned    0.00
769     4652       400  Oil, industrial, soy ( partially hydrogenated)...    0.00
753     4634       400  Margarine-like, vegetable oil spread, 20% fat,...    0.00
761     4643       400  Oil, industrial, canola with antifoaming agent...    0.00
8604   42231       400                        Oil, flaxseed, cold pressed    0.00
762     4644       400  Oil, industrial, canola for salads, woks and l...    0.00
763     4645       400  Oil, industrial, canola (partially hydrogenate...    0.00
765     4648       400  Oil, industrial, soy (partially hydrogenated),...    0.00
766     4649       400  Shortening, industrial, soy (partially hydroge...    0.00
768     4651       400  Oil, industrial, soy (partially hydrogenated),...    0.00
770     4653       400  Oil, industrial, soy (partially hydrogenated )...    0.00
799     4687       400        Margarine-like spread, BENECOL Light Spread    0.00
771     4654       400  Oil, industrial, soy (partially hydrogenated) ...    0.00
772     4655       400  Margarine-like shortening, industrial, soy (pa...    0.00
781     4664       400  Oil, industrial, soy (partially hydrogenated )...    0.00
782     4665       400  Margarine, industrial, non-dairy, cottonseed, ...    0.00
783     4666       400  Shortening, industrial, soy (partially hydroge...    0.00
784     4667       400  Shortening, industrial, soy (partially hydroge...    0.00
789     4674       400  Margarine-like spread, SMART BALANCE Light But...    0.00
794     4679       400                   Oil, PAM cooking spray, original    0.00
1356    6244       600  CAMPBELL'S CHUNKY Microwavable Bowls, Classic ...    0.00
1374    6316       600  Soup, HEALTHY CHOICE Garden Vegetable Soup, ca...    0.00
4155   14049      1400       Alcoholic beverage, distilled, gin, 90 proof    0.00
4123   14004      1400       Alcoholic beverage, beer, regular, BUDWEISER    0.00
1536    6604       600                               PACE, Red Taco Sauce    0.00
1538    6609       600   SWANSON BROTH, Certified Organic Vegetable Broth    0.00
1548    6624       600                     SMART SOUP, Thai Coconut Curry    0.00
1549    6625       600           SMART SOUP, Vietnamese Carrot Lemongrass    0.00
1607    6987       600   HEALTHY REQUEST, Cream of Celery Soup, condensed    0.00
1611    6991       600            HEALTHY REQUEST, Tomato Soup, condensed    0.00
1616    6997       600                            Gravy, CAMPBELL'S, beef    0.00
2395    9340       900  Pears, asian, raw (Pyrus pyrifolia (Burman f.)...    0.00
4124   14005      1400  Alcoholic beverage, beer, light, BUDWEISER SELECT    0.00
1530    6598       600                        PACE, Cilantro Chunky Salsa    0.00
4126   14007      1400         Alcoholic beverage, beer, light, BUD LIGHT    0.00
4129   14013      1400          Alcoholic beverage, beer, light, low carb    0.00
4134   14021      1400                   Beverages,  Energy drink, Citrus    0.00
4135   14022      1400          Beverages, MONSTER energy drink, low carb    0.00
4138   14026      1400  Beverages, THE COCA-COLA COMPANY, NOS Zero, en...    0.00
4142   14030      1400  Beverages, THE COCA-COLA COMPANY, NOS energy d...    0.00
