Ferum/Iron values are in mg per 100g
Daily needed value is 18mg

      NDB_No  FdGrp_Cd                                          Long_Desc      FE
7013   22118      1600  MORNINGSTAR FARMS Garden Veggie Patties, froze...    2.20
5083   16602      1600  MORNINGSTAR FARMS Meal Starters Veggie Meatbal...    2.20
6354   19404      2500  Snacks, granola bars, soft, uncoated, chocolat...    2.19
5943   18533      1800           ARCHWAY Home Style Cookies, Iced Oatmeal    2.19
3306   11669      1100                Seaweed, wakame, raw (Undaria spp.)    2.18
6156   19124      1900                 Baking chocolate, mexican, squares    2.18
2944   11190      1100              Cornsalad, raw (Valerianella locusta)    2.18
6356   19406      2500  Snacks, granola bars, soft, uncoated, nut and ...    2.18
5860   18375      1800       Leavening agents, yeast, baker's, active dry    2.17
4819   16082      1600  Noodles, chinese, cellophane or long rice (mun...    2.17
8665   43132      1600                                Meatballs, meatless    2.16
4893   16167      1600              USDA Commodity, Peanut Butter, smooth    2.16
5746   18241      1800                                 Croissants, cheese    2.15
5823   18333      1800  Pie crust, standard-type, dry mix, prepared, b...    2.15
5693   18182      1800               Cookies, oatmeal, refrigerated dough    2.14
6548   20087      2000                                    Wheat, sprouted    2.14
2823   11011      1100             Asparagus, raw (Asparagus officinalis)    2.14
2876   11096      1100                 Broccoli raab, raw (Brassica ruvo)    2.14
7777   27032       600   CAMPBELL'S Red and White, Lentil Soup, condensed    2.14
5571   18012      1800  Biscuits, plain or buttermilk, refrigerated do...    2.13
6576   20126      2000                            Spaghetti, spinach, dry    2.13
4630   15152      1500         Crustaceans, shrimp, mixed species, canned    2.13
5979   18927      1800  Crackers, cheese, sandwich-type with cheese fi...    2.13
4763   16025      1600  Beans, great northern, mature seeds, cooked, b...    2.13
6193   19164      1900                Candies, SPECIAL DARK Chocolate Bar    2.13
6065   19021      2500  Snacks, granola bars, soft, uncoated, peanut b...    2.13
4898   16174      1600                                     Tempeh, cooked    2.13
4964   16325      1600  Beans, great northern, mature seeds, cooked, b...    2.13
5971   18634      1800  PILLSBURY Golden Layer Buttermilk Biscuits, Ar...    2.12
3394   11778      1100  Cowpeas (blackeyes), immature seeds, frozen, c...    2.12
3671   12130      1200              Nuts, hickorynuts, dried (Carya spp.)    2.12
7708   25012      2500               Snacks, sweet potato chips, unsalted    2.12
6007   18959      1800       Pastry, Pastelitos de Guava (guava pastries)    2.12
5871   18399      1800  Pie crust, cookie-type, prepared from recipe, ...    2.12
2948   11196      1100  Cowpeas (blackeyes), immature seeds, frozen, c...    2.12
1852    8129       800  Cereals, oats, instant, fortified, with cinnam...    2.11
5696   18185      1800  Cookies, peanut butter, commercially prepared,...    2.11
4255   14181      1400                         Beverages, chocolate syrup    2.11
3336   11719      1100  Beans, navy, mature seeds, sprouted, cooked, b...    2.11
2963   11211      1100                        Edamame, frozen, unprepared    2.11
2849   11047      1100  Beans, navy, mature seeds, sprouted, cooked, b...    2.11
3712   12204      1200                 Nuts, chestnuts, japanese, roasted    2.10
2995   11246      1100  Leeks, (bulb and lower leaf-portion), raw (All...    2.10
3163   11452      1100  Soybeans, mature seeds, sprouted, raw (Glycine...    2.10
8668   43137      1600                     Vegetarian meatloaf or patties    2.10
5044   16528      1600       WORTHINGTON Dinner Roast, frozen, unprepared    2.10
6042   18994      1800                    BEAR NAKED, Fruit & Nut Cookies    2.10
6473   20002      2000           Amaranth grain, cooked (Amaranthus spp.)    2.10
2332    9259       900                   Pears, dried, sulfured, uncooked    2.10
5578   18021      1800                        Bread, boston brown, canned    2.10
5061   16556      1600  MORNINGSTAR FARMS Chik'n Nuggets, frozen, unpr...    2.10
5096   16618      1600  MORNINGSTAR FARMS Spicy Indian Veggie Burger, ...    2.10
7934   28130      1800        KEEBLER, SOFT BATCH, Chocolate Chip Cookies    2.10
8092   28290      1800  Cookie, with peanut butter filling, chocolate-...    2.10
8078   28276      1800          MURRAY, SOUTHERN KITCHEN, Oatmeal Cookies    2.10
8066   28264      1800                           KEEBLER, Oatmeal Cookies    2.10
8012   28209      1800                   MOTHER'S, Taffy Sandwich Cookies    2.10
7936   28132      1800                   KEEBLER, Toasted Coconut Cookies    2.10
7920   28116      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...    2.10
4753   16015      1600  Beans, black, mature seeds, cooked, boiled, wi...    2.10
7893   28087      1800  KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Cho...    2.10
7879   28073      1800                    KEEBLER, Danish Wedding Cookies    2.10
7841   28033      1800                     GIRL SCOUTS, Tagalongs Cookies    2.10
4836   16099      1600                             Peanut flour, defatted    2.10
4959   16315      1600  Beans, black, mature seeds, cooked, boiled, wi...    2.10
3607   12004      1200  Seeds, breadnut tree seeds, raw (Brosimum alic...    2.09
6172   19142      1900                          Candies, MOUNDS Candy Bar    2.09
2104    8697       800  Cereals ready-to-eat, KASHI ORGANIC PROMISE, R...    2.09
4974   16343      1600  Beans, pinto, mature seeds, cooked, boiled, wi...    2.09
4962   16320      1600  Beans, cranberry (roman), mature seeds, cooked...    2.09
4830   16093      1600          Peanuts, valencia, raw (Arachis hypogaea)    2.09
4781   16043      1600  Beans, pinto, mature seeds, cooked, boiled, wi...    2.09
4758   16020      1600  Beans, cranberry (roman), mature seeds, cooked...    2.09
5662   18144      1800                    Cake, yellow, enriched, dry mix    2.08
3047   11300      1100           Peas, edible-podded, raw (Pisum sativum)    2.08
3275   11617      1100        Dock, cooked, boiled, drained, without salt    2.08
3535   11925      1100           Dock, cooked, boiled, drained, with salt    2.08
5643   18110      1800             Cake, fruitcake, commercially prepared    2.07
5675   18161      1800                   Cookies, chocolate chip, dry mix    2.07
7721   25026      2500  Popcorn, microwave, regular (butter) flavor, m...    2.06
8119   28317      1800                    Bread, wheat, sprouted, toasted    2.06
5914   18451      1800       Cake, pound, commercially prepared, fat-free    2.06
6463   19916      1900  Syrups, chocolate, HERSHEY'S Sugar free, Genui...    2.06
1937    8355       800  Cereals ready-to-eat, QUAKER, MOTHER'S COCOA B...    2.06
6592   20143      2000   Teff, cooked (Eragrostis tef (Zuccagni) Trotter)    2.05
5570   18011      1800   Biscuits, plain or buttermilk, dry mix, prepared    2.05
4885   16159      1600             Tofu, extra firm, prepared with nigari    2.04
4529   15048      1500  Fish, mackerel, jack, canned, drained solids (...    2.04
2829   11022      1100  Balsam-pear (bitter gourd), leafy tips, raw (M...    2.04
2205    9094       900                              Figs, dried, uncooked    2.03
5744   18239      1800                                 Croissants, butter    2.03
5659   18140      1800  Cake, yellow, commercially prepared, with choc...    2.03
5967   18630      1800  PILLSBURY, Chocolate Chip Cookies, refrigerate...    2.03
7729   25035      2500  Snacks, granola bar, chewy, reduced sugar, all...    2.03
5743   18237      1800             Cream puff shell, prepared from recipe    2.02
6099   19063      2500                Snacks, tortilla chips, taco-flavor    2.02
3111   11386      1100           Potatoes, scalloped, dry mix, unprepared    2.01
7992   28189      1800  KELLOGG'S, SPECIAL K, Cracker Chips, Southwest...    2.00
4958   16302      1600  Beans, adzuki, mature seed, cooked, boiled, wi...    2.00
5075   16590      1600  MORNINGSTAR FARMS BBQ Riblets, frozen, unprepared    2.00
2127    9009       900  Apples, dehydrated (low moisture), sulfured, u...    2.00
5029   16512      1600         WORTHINGTON Diced Chik, canned, unprepared    2.00
5089   16610      1600  MORNINGSTAR FARMS Roasted Garlic & Quinoa Burg...    2.00
5082   16601      1600  MORNINGSTAR FARMS Grillers Chik'n Veggie Patti...    2.00
5034   16517      1600       WORTHINGTON Prime Stakes, canned, unprepared    2.00
8666   43134      1600                                 Vegetarian fillets    2.00
5030   16513      1600   WORTHINGTON FriChik Original, canned, unprepared    2.00
5989   18940      1800  Muffin, blueberry, commercially prepared, low-fat    2.00
5676   18163      1800        Cookies, chocolate chip, refrigerated dough    2.00
6028   18980      1800                             KASHI, Original Waffle    2.00
5074   16588      1600  MORNINGSTAR FARMS Chik'n Grill Veggie Patties,...    2.00
3264   11599      1100  Winged bean tuber, raw (Psophocarpus tetragono...    2.00
6087   19048      2500  Snacks, pretzels, hard, confectioner's coating...    2.00
4742   16002      1600  Beans, adzuki, mature seeds, cooked, boiled, w...    2.00
3049   11302      1100            Peas, edible-podded, frozen, unprepared    2.00
4173   14068      1400    Beverages, KELLOGG'S SPECIAL K20 protein powder    2.00
7018   22123      1600  MORNINGSTAR FARMS Spicy Black Bean Burger, fro...    2.00
5686   18174      1800         Cookies, graham crackers, chocolate-coated    2.00
4905   16211      1600  Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu    2.00
1918    8277       800  Cereals ready-to-eat, GENERAL MILLS, NATURE VA...    2.00
5654   18131      1800  Cake, white, dry mix, special dietary (include...    1.99
8100   28298      1800  Cookies, brownies, commercially prepared, redu...    1.99
5667   18152      1800                Cookies, brownies, dry mix, regular    1.99
4745   16005      1600                        Beans, baked, home prepared    1.99
5962   18616      1800  MISSION FOODS, MISSION Flour Tortillas, Soft T...    1.99
3144   11427      1100                 Purslane, raw (Portulaca oleracea)    1.99
4867   16132      1600                  Tofu, salted and fermented (fuyu)    1.98
6076   19035      2500  Snacks, popcorn, oil-popped, microwave, regula...    1.98
6551   20090      2000                                  Rice flour, brown    1.98
5016   16432      1600  Tofu, salted and fermented (fuyu), prepared wi...    1.98
3425   11809      1100  Peas, edible-podded, cooked, boiled, drained, ...    1.97
6133   19101      1900  Candies, fudge, chocolate, with nuts, prepared...    1.97
3295   11653      1100  Beans, pinto, mature seeds, sprouted, raw (Pha...    1.97
1933    8351       800  Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT ...    1.97
3048   11301      1100  Peas, edible-podded, boiled, drained, without ...    1.97
3171   11464      1100  Spinach, frozen, chopped or leaf, cooked, boil...    1.96
3470   11856      1100  Spinach, frozen, chopped or leaf, cooked, boil...    1.96
8661   43125      1600             Beans, liquid from stewed kidney beans    1.96
5749   18244      1800                  Danish pastry, cinnamon, enriched    1.96
2844   11040      1100  Lima beans, immature seeds, frozen, baby, cook...    1.96
5936   18513      1800     ARCHWAY Home Style Cookies, Sugar Free Oatmeal    1.96
3333   11716      1100  Lima beans, immature seeds, frozen, baby, cook...    1.96
6364   19414      2500         Snacks, rice cakes, brown rice, multigrain    1.96
6410   19818      2500  Snacks, rice cakes, brown rice, multigrain, un...    1.96
6549   20088      2000                      Wild rice, raw (Zizania spp.)    1.96
4897   16173      1600  Frijoles rojos volteados (Refried beans, red, ...    1.95
3246   11575      1100  Turnip greens, frozen, cooked, boiled, drained...    1.94
8177   28376      1800  VAN'S, The Perfect 10, Crispy Six Whole Grain ...    1.94
3503   11892      1100  Turnip greens, frozen, cooked, boiled, drained...    1.94
6070   19027      2500  Snacks, granola bars, soft, uncoated, peanut b...    1.94
5782   18280      1800                   Muffins, corn, dry mix, prepared    1.94
3408   11792      1100   Kale, scotch, cooked, boiled, drained, with salt    1.93
2848   11046      1100  Beans, navy, mature seeds, sprouted, raw (Phas...    1.93
5972   18635      1800  PILLSBURY, Cinnamon Rolls with Icing, refriger...    1.93
6197   19169      1900                              Egg custards, dry mix    1.93
3280   11623      1100  Kale, scotch, cooked, boiled, drained, without...    1.93
1557    6633       600      Sauce, hot chile, sriracha, TUONG OT SRIRACHA    1.92
3704   12179      1200  Nuts, coconut meat, dried (desiccated), sweete...    1.92
2953   11201      1100  Cowpeas, leafy tips, raw (Vigna unguiculata su...    1.92
6470   19923      1900                      Candies, HERSHEYS, PAYDAY Bar    1.92
4696   15219      1500       Fish, trout, mixed species, cooked, dry heat    1.92
4664   15187      1500  Fish, bass, freshwater, mixed species, cooked,...    1.91
7756   25070      2500                             Snacks, shrimp cracker    1.91
5638   18104      1800  Coffeecake, cinnamon with crumb topping, comme...    1.91
4756   16018      1600          Beans, black turtle, mature seeds, canned    1.90
7913   28109      1800                      KEEBLER, Iced Oatmeal Cookies    1.90
8022   28219      1800     MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies    1.90
2847   11045      1100  Mung beans, mature seeds, sprouted, cooked, st...    1.90
5001   16397      1600           Peanut butter, chunk style, without salt    1.90
5052   16538      1600  MORNINGSTAR FARMS Breakfast Pattie with Organi...    1.90
6026   18978      1800                            KASHI, Blueberry Waffle    1.90
4834   16097      1600              Peanut butter, chunk style, with salt    1.90
5094   16616      1600  MORNINGSTAR FARMS Garden Veggie Nuggets, froze...    1.90
7900   28095      1800  KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Pea...    1.90
6607   20409      2000                      Noodles, egg, dry, unenriched    1.90
5641   18107      1800   Coffeecake, cinnamon with crumb topping, dry mix    1.90
6419   19858      1900                      Candies, sugar-coated almonds    1.90
4167   14062      1400  Beverages, ABBOTT, ENSURE, Nutritional Shake, ...    1.90
7885   28079      1800      KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies    1.90
4242   14163      1400  Beverages, chocolate drink, milk and soy based...    1.90
5088   16609      1600  MORNINGSTAR FARMS Breakfast Pattie, frozen, un...    1.90
3353   11736      1100    Beet greens, cooked, boiled, drained, with salt    1.90
2868   11088      1100       Broadbeans, immature seeds, raw (Vicia faba)    1.90
8628   42291      1600                      Peanut butter, reduced sodium    1.90
2867   11087      1100  Beet greens, cooked, boiled, drained, without ...    1.90
4880   16150      1600                 Peanut butter, smooth, reduced fat    1.90
4960   16316      1600     Beans, black, mature seeds, canned, low sodium    1.90
8118   28316      1800                             Bread, wheat, sprouted    1.89
3170   11463      1100       Spinach, frozen, chopped or leaf, unprepared    1.89
7749   25062      2500                             Snack, Mixed Berry Bar    1.89
8102   28300      1800      Cookies, oatmeal sandwich, with creme filling    1.88
6462   19914      1900       Candies, M&M MARS 3 MUSKETEERS Truffle Crisp    1.88
3591   11984      1100             Epazote, raw (Chenopodium ambrosiodes)    1.88
7714   25018      2500  Formulated bar, MARS SNACKFOOD US, COCOAVIA, C...    1.88
3284   11632      1100      Peppers, jalapeno, canned, solids and liquids    1.88
2370    9298       900                 Raisins, seedless (Vitis vinifera)    1.88
1936    8354       800  Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM ...    1.87
5699   18188      1800  Cookies, peanut butter, refrigerated dough, baked    1.87
1263    6081       600                     Soup, chicken broth cubes, dry    1.87
6077   19036      2500                             Snacks, popcorn, cakes    1.87
8659   43112      1600        Beans, chili, barbecue, ranch style, cooked    1.86
3155   11442      1100                 Seaweed, agar, raw (Eucheuma spp.)    1.86
6162   19130      1900          Candies, HERSHEY'S POT OF GOLD Almond Bar    1.85
4777   16039      1600                  Beans, navy, mature seeds, canned    1.85
5712   18205      1800                 Cookies, sugar, refrigerated dough    1.85
7710   25014      2500  Snacks, popcorn, microwave, regular (butter) f...    1.85
2277    9190       900                      Mulberries, raw (Morus nigra)    1.85
5805   18309      1800                  Pie, cherry, prepared from recipe    1.85
5580   18023      1800  Bread, cornbread, dry mix, prepared with 2% mi...    1.85
6370   19421      2500                Snacks, potato chips, cheese-flavor    1.84
5668   18154      1800            Cookies, brownies, prepared from recipe    1.84
3658   12110      1200  Nuts, coconut meat, dried (desiccated), sweete...    1.84
5713   18206      1800          Cookies, sugar, refrigerated dough, baked    1.84
3196   11495      1100                   Succotash, (corn and limas), raw    1.83
2826   11015      1100                  Asparagus, canned, drained solids    1.83
5758   18254      1800      Doughnuts, yeast-leavened, with creme filling    1.83
5881   18414      1800                          Bread, raisin, unenriched    1.83
2842   11038      1100  Lima beans, immature seeds, frozen, fordhook, ...    1.82
2865   11084      1100                      Beets, canned, drained solids    1.82
3334   11717      1100  Lima beans, immature seeds, frozen, fordhook, ...    1.82
6212   19188      1900              Puddings, chocolate, dry mix, regular    1.82
4810   16073      1600            Lima beans, large, mature seeds, canned    1.81
8660   43114      1600                          Vermicelli, made from soy    1.81
6513   20047      2000  Rice, white, long-grain, parboiled, enriched, ...    1.81
8664   43131      1600                          Luncheon slices, meatless    1.80
6366   19416      2500                Snacks, rice cakes, brown rice, rye    1.80
8034   28232      1800                        MURRAY, Vanilla Sugar Wafer    1.80
2960   11208      1100  Dandelion greens, cooked, boiled, drained, wit...    1.80
3158   11446      1100           Seaweed, laver, raw (Porphyra laciniata)    1.80
5792   18293      1800              Pancakes, plain, prepared from recipe    1.80
7904   28100      1800  KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Bu...    1.80
1967    8463       800  Cereals ready-to-eat, KASHI ORGANIC PROMISE, S...    1.80
3398   11782      1100  Dandelion greens, cooked, boiled, drained, wit...    1.80
5752   18247      1800  Danish pastry, nut (includes almond, raisin nu...    1.80
5076   16591      1600            WORTHINGTON Leanies, frozen, unprepared    1.80
5022   16505      1600  LOMA LINDA Swiss Stake with Gravy, canned, unp...    1.80
5750   18245      1800                              Danish pastry, cheese    1.80
7989   28186      1800       KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar    1.80
7990   28187      1800      KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt    1.80
5026   16509      1600            LOMA LINDA Linketts, canned, unprepared    1.80
6507   20040      2000                     Rice, brown, medium-grain, raw    1.80
5631   18092      1800                Cake, pudding-type, carrot, dry mix    1.80
4266   14195      1400  Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Ri...    1.80
4268   14197      1400    Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix    1.80
2916   11147      1100  Chard, swiss, raw (Beta vulgaris subsp. vulaga...    1.80
6217   19194      1900                            Puddings, rice, dry mix    1.79
2369    9297       900          Raisins, golden seedless (Vitis vinifera)    1.79
8751   43528      1400     Beverages, ABBOTT, ENSURE PLUS, ready-to-drink    1.79
2010    8569       800  Cereals, KASHI HEART TO HEART, Instant Oatmeal...    1.79
4530   15049      1500  Fish, mackerel, king, raw (Scombermorus cavall...    1.78
1208    6006       600    Soup, bean with frankfurters, canned, condensed    1.78
3499   11888      1100    Tomato products, canned, puree, with salt added    1.78
3229   11547      1100  Tomato products, canned, puree, without salt a...    1.78
5751   18246      1800  Danish pastry, fruit, enriched (includes apple...    1.77
2930   11165      1100  Coriander (cilantro) leaves, raw (Coriandrum s...    1.77
6132   19100      1900    Candies, fudge, chocolate, prepared-from-recipe    1.77
6515   20049      2000  Rice, white, long-grain, precooked or instant,...    1.77
6571   20118      2000         Noodles, flat, crunchy, Chinese restaurant    1.76
6588   20139      2000  Wheat, KAMUT khorasan, cooked (Triticum turgid...    1.76
5760   18256      1800      Doughnuts, yeast-leavened, with jelly filling    1.76
6168   19138      1900            Candies, truffles, prepared-from-recipe    1.75
3504   11893      1100  Turnip greens and turnips, frozen, cooked, boi...    1.75
4821   16084      1600  Mungo beans, mature seeds, cooked, boiled, wit...    1.75
3248   11577      1100  Turnip greens and turnips, frozen, cooked, boi...    1.75
4994   16384      1600  Mungo beans, mature seeds, cooked, boiled, wit...    1.75
8617   42272      2500  Snacks, granola bar, with coconut, chocolate c...    1.75
4835   16098      1600             Peanut butter, smooth style, with salt    1.74
3413   11797      1100  Mushrooms, white, cooked, boiled, drained, wit...    1.74
5002   16398      1600          Peanut butter, smooth style, without salt    1.74
6595   20315      2000  Corn flour, whole-grain, blue (harina de maiz ...    1.74
7709   25013      2500  Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, ...    1.74
6079   19039      2500   Snacks, popcorn, caramel-coated, without peanuts    1.74
3009   11261      1100  Mushrooms, white, cooked, boiled, drained, wit...    1.74
8602   42227      1900  Candies, MARS SNACKFOOD US, M&M's Almond Choco...    1.73
8089   28287      1800  Bread, naan, whole wheat, commercially prepare...    1.73
4748   16008      1600                  Beans, baked, canned, with franks    1.73
4150   14041      1400  Beverages, NESTLE, Boost plus, nutritional dri...    1.73
3654   12101      1200      Nuts, chestnuts, european, boiled and steamed    1.73
3015   11268      1100       Mushrooms, shiitake, dried (Lentinus edodes)    1.72
6575   20125      2000                         Pasta, whole-wheat, cooked    1.72
5793   18294      1800          Pancakes, blueberry, prepared from recipe    1.72
1275    6118       600                                  Gravy, brown, dry    1.72
6159   19127      1900             Candies, milk chocolate coated raisins    1.71
8107   28305      1800                       Pancakes, plain, reduced fat    1.71
3077   11350      1100  Pokeberry shoots, (poke), raw (Phytolacca amer...    1.70
8739   43447      2500      Snacks, corn-based, extruded, chips, unsalted    1.70
5698   18187      1800         Cookies, peanut butter, refrigerated dough    1.70
8648   43031      1900      Candies, chocolate covered, caramel with nuts    1.70
1315    6189       600    Sauce, teriyaki, ready-to-serve, reduced sodium    1.70
5033   16516      1600  WORTHINGTON Multigrain Cutlets, canned, unprep...    1.70
7918   28114      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...    1.70
5023   16506      1600         LOMA LINDA Vege-Burger, canned, unprepared    1.70
4749   16009      1600                    Beans, baked, canned, with pork    1.70
4895   16171      1600                  Refried beans, canned, vegetarian    1.70
4953   16276      1600               Vitasoy USA Azumaya, Extra Firm Tofu    1.70
5869   18390      1800         Pancakes, buttermilk, prepared from recipe    1.70
6352   19401      2500                  Snacks, cornnuts, barbecue-flavor    1.70
5085   16606      1600  MORNINGSTAR FARMS Mediterranean Chickpea, froz...    1.70
2264    9165       900                                     Litchis, dried    1.70
7991   28188      1800  KELLOGG'S, SPECIAL K, Cracker Chips, Sour Crea...    1.70
2967   11215      1100                       Garlic, raw (Allium sativum)    1.70
7898   28093      1800  KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fu...    1.70
5059   16554      1600  MORNINGSTAR FARMS Tomato & Basil Pizza Burger,...    1.70
1270    6112       600                    Sauce, teriyaki, ready-to-serve    1.70
5058   16552      1600  MORNINGSTAR FARMS Mushroom Lover's Burger, fro...    1.70
7884   28078      1800  KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Cho...    1.70
1245    6051       600       Soup, pea, split with ham, canned, condensed    1.70
4952   16275      1600  Vitasoy USA Organic Nasoya Sprouted, Tofu Plus...    1.70
6118   19086      1900     Candies, confectioner's coating, peanut butter    1.70
6250   19235      1900        Puddings, chocolate, ready-to-eat, fat free    1.69
4957   16281      1600                      HOUSE FOODS Premium Firm Tofu    1.69
8726   43392      1100                                Hearts of palm, raw    1.69
4556   15075      1500                            Fish, sablefish, smoked    1.69
3552   11943      1100                                    Pimento, canned    1.68
3202   11503      1100  Swamp cabbage, (skunk cabbage), raw (Ipomoea a...    1.67
6406   19813      2500  Snacks, pretzels, hard, plain, made with unenr...    1.67
6405   19812      2500  Snacks, pretzels, hard, plain, made with unenr...    1.67
6056   19009      2500                     Snacks, KRAFT, CORNNUTS, plain    1.67
3309   11672      1100                                    Potato pancakes    1.67
5003   16399      1600                 Peanut butter with omega-3, creamy    1.67
3060   11317      1100  Peas, mature seeds, sprouted, cooked, boiled, ...    1.67
5772   18269      1800  French toast, prepared from recipe, made with ...    1.67
5000   16396      1600       Peanuts, virginia, oil-roasted, without salt    1.67
3431   11815      1100  Peas, mature seeds, sprouted, cooked, boiled, ...    1.67
302     2054       200                  Capers, canned (Capparis spinosa)    1.67
4833   16096      1600          Peanuts, virginia, oil-roasted, with salt    1.67
4694   15217      1500              Fish, sucker, white, cooked, dry heat    1.67
6590   20141      2000  Spelt, cooked (Triticum aestivum L. subsp. spe...    1.67
4681   15204      1500              Fish, pike, walleye, cooked, dry heat    1.67
3130   11409      1100  Potatoes, frozen, french fried, par fried, ext...    1.66
4999   16394      1600       Peanuts, valencia, oil-roasted, without salt    1.65
6585   20136      2000  Pasta, whole grain, 51% whole wheat, remaining...    1.65
4831   16094      1600          Peanuts, valencia, oil-roasted, with salt    1.65
8132   28330      1800  Cookies, marshmallow, with rice cereal and cho...    1.64
5846   18360      1800                                 Taco shells, baked    1.64
5986   18936      1800  Pancakes, plain, frozen, ready-to-heat, microw...    1.64
3662   12117      1200  Nuts, coconut milk, raw (liquid expressed from...    1.64
3017   11270      1100              Mustard greens, raw (Brassica juncea)    1.64
7724   25030      2500  Snacks, vegetable chips, HAIN CELESTIAL GROUP,...    1.64
8174   28373      1800       UDI'S, Gluten Free, Whole Grain Dinner Rolls    1.64
1555    6631       600                         Sauce, hot chile, sriracha    1.64
5663   18146      1800  Cake, yellow, prepared from recipe without fro...    1.64
8145   28343      1800  Rolls, gluten-free, whole grain, made with tap...    1.64
6454   19906      1900  Sweeteners, for baking, brown, contains sugar ...    1.64
4685   15208      1500                  Fish, sablefish, cooked, dry heat    1.64
8762   43566      2500  Snacks, tortilla chips, light (baked with less...    1.63
6404   19811      2500              Snacks, potato chips, plain, unsalted    1.63
6163   19132      1900              Candies, milk chocolate, with almonds    1.63
3109   11384      1100           Potatoes, au gratin, dry mix, unprepared    1.63
6403   19810      2500  Snacks, potato chips, plain, made with partial...    1.63
5873   18401      1800  Pie crust, cookie-type, prepared from recipe, ...    1.63
3247   11576      1100      Turnip greens and turnips, frozen, unprepared    1.63
6402   19809      2500  Snacks, potato chips, plain, made with partial...    1.63
6373   19424      2500  Snacks, tortilla chips, nacho-flavor, reduced fat    1.63
4601   15121      1500  Fish, tuna, light, canned in water, drained so...    1.63
4527   15046      1500  Fish, mackerel, Atlantic, raw (Scomber scombru...    1.63
5778   18275      1800                        Muffins, blueberry, dry mix    1.62
5650   18121      1800  Cake, pound, commercially prepared, other than...    1.62
1225    6026       600                Soup, chili beef, canned, condensed    1.62
5941   18529      1800           ARCHWAY Home Style Cookies, Frosty Lemon    1.62
7726   25032      2500  Snacks, granola bar, KASHI GOLEAN, chewy, mixe...    1.62
4635   15157      1500  Mollusks, clam, mixed species, raw (Lamellibra...    1.62
4896   16172      1600                    Refried beans, canned, fat-free    1.62
5647   18117      1800                Cake, pudding-type, marble, dry mix    1.62
4862   16126      1600  Tofu, firm, prepared with calcium sulfate and ...    1.61
3332   11715      1100  Lima beans, immature seeds, canned, no salt ad...    1.61
294     2046       200                          Mustard, prepared, yellow    1.61
5635   18101      1800  Cake, chocolate, prepared from recipe without ...    1.61
8088   28286      1800  Bread, paratha, whole wheat, commercially prep...    1.61
2427    9427       900                   Abiyuch, raw (Crateva religiosa)    1.61
6321   19340      1900                                      Sugars, maple    1.61
2840   11033      1100  Lima beans, immature seeds, canned, regular pa...    1.61
3638   12071      1200                                 Nuts, almond paste    1.60
6374   19433      2500         Tortilla chips, low fat, baked without fat    1.60
4950   16273      1600   Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm    1.60
4747   16007      1600                    Beans, baked, canned, with beef    1.60
5027   16510      1600              WORTHINGTON Chili, canned, unprepared    1.60
4697   15220      1500      Fish, tuna, skipjack, fresh, cooked, dry heat    1.60
6049   19001      1900  Candies, TOBLERONE, milk chocolate with honey ...    1.60
7807   27068       600                Dip, FRITO'S, bean, original flavor    1.60
4906   16212      1600        Vitasoy USA, Organic Nasoya Extra Firm Tofu    1.60
4904   16210      1600                 Vitasoy USA, Nasoya Lite Firm Tofu    1.60
2307    9231       900  Passion-fruit, (granadilla), purple, raw (Pass...    1.60
2923   11156      1100                 Chives, raw (Allium schoenoprasum)    1.60
6416   19833      2500          Snacks, tortilla chips, low fat, unsalted    1.60
3074   11344      1100    Pigeonpeas, immature seeds, raw (Cajanus cajan)    1.60
6083   19043      2500  Snacks, potato chips, sour-cream-and-onion-flavor    1.60
3669   12128      1200                           Nuts, ginkgo nuts, dried    1.60
6520   20054      2000       Rice, white, glutinous, unenriched, uncooked    1.60
2199    9088       900                  Elderberries, raw (Sambucus spp.)    1.60
7804   27065       600                         Dip, bean, original flavor    1.60
6362   19412      2500  Snacks, potato chips, made from dried potatoes...    1.60
5025   16508      1600         LOMA LINDA Tender Bits, canned, unprepared    1.60
5843   18356      1800  Sweet rolls, cinnamon, commercially prepared w...    1.60
1569    6738       600  Soup, split pea with ham and bacon, canned, co...    1.59
4490   15009      1500                       Fish, carp, cooked, dry heat    1.59
4827   16090      1600         Peanuts, all types, dry-roasted, with salt    1.58
6411   19819      2500  Snacks, rice cakes, brown rice, sesame seed, u...    1.58
