Long_Desc                                                                  VITA_RAE
Spices, rosemary, dried (Rosmarinus officinalis)                           156.0
Kale, scotch, raw (Brassica napus (Pabularia Group))                       155.0
Waffles, whole wheat, lowfat, frozen, ready-to-heat                        155.0
Mustard greens, raw (Brassica juncea)                                      151.0
KASHI, TLC, Pita Crisps, Zesty Salsa                                       149.0
Sweet potato leaves, cooked, steamed, without salt                         147.0
Sweet potato leaves, cooked, steamed, with salt                            147.0
Peppers, sweet, red, cooked, boiled, drained, with salt                    147.0
Peppers, sweet, red, cooked, boiled, drained, without salt                 147.0
Amaranth leaves, raw (Amaranthus spp.)                                     146.0
Rosemary, fresh (Rosmarinus officinalis)                                   146.0
Apricots, canned, heavy syrup, drained                                     146.0
Candies, truffles, prepared-from-recipe                                    144.0
Cookies, oatmeal, prepared from recipe, with raisins                       143.0
Cookies, chocolate chip, prepared from recipe, made with margarine         143.0
Bread, salvadoran sweet cheese (quesadilla salvadorena)                    141.0
Cherries, tart, dried, sweetened                                           141.0
Desserts, mousse, chocolate, prepared-from-recipe                          140.0
Cookies, chocolate chip, prepared from recipe, made with butter            139.0
Amaranth leaves, cooked, boiled, drained, without salt                     139.0
Amaranth leaves, cooked, boiled, drained, with salt                        139.0
Cereals, oats, instant, fortified, with raisins and spice, prepared wi     138.0
Peppers, sweet, red, sauteed                                               138.0
Cookies, peanut butter, prepared from recipe                               137.0
Pimento, canned                                                            133.0
Spices, poultry seasoning                                                  132.0
Frozen novelties, ice cream type, sundae, prepackaged                      131.0
Broccoli raab, raw (Brassica ruvo)                                         131.0
Cereals, oats, instant, fortified, plain, prepared with water (boiling     130.0
Chrysanthemum, garland, cooked, boiled, drained, with salt                 129.0
Chrysanthemum, garland, cooked, boiled, drained, without salt              129.0
KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar                               129.0
Ice creams, vanilla, light                                                 128.0
SUNSHINE, GRIPZ, Cheez-It Crackers                                         127.0
SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers                                  125.0
Pie, chocolate mousse, prepared from mix, no-bake type                     124.0
French toast, prepared from recipe, made with low fat (2%) milk            124.0
Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, witho     121.0
Peppers, sweet, red, frozen, chopped, unprepared                           121.0
Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with      121.0
KEEBLER, SANDIES, Simply Shortbread Cookies                                119.0
Arugula, raw (Eruca sativa)                                                119.0
SUNSHINE, CHEEZ-IT, Crackers (made with Whole Grain)                       119.0
Ice creams, chocolate                                                      118.0
Ice creams, regular, low carbohydrate, chocolate                           118.0
Ice creams, vanilla                                                        118.0
Ice creams, regular, low carbohydrate, vanilla                             118.0
SUNSHINE, CHEEZ-IT, Scrabble Jr. Crackers                                  117.0
Chrysanthemum, garland, raw (Chrysanthemum coronarium)                     116.0
SUNSHINE, CHEEZ-IT, Reduced Fat Crackers                                   115.0
Orange juice, chilled, includes from concentrate, with added calcium a     114.0
Bread stuffing, bread, dry mix, prepared                                   114.0
Cereals ready-to-eat, KASHI, HEART TO HEART, Oat Flakes & Blueberry Cl     114.0
Cereals, oats, instant, fortified, with cinnamon and spice, prepared w     110.0
Peaches, dried, sulfured, uncooked                                         108.0
Endive, raw (Cichorium endivia)                                            108.0
Apricots, dried, sulfured, stewed, with added sugar                        107.0
Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes                        106.0
Bread, banana, prepared from recipe, made with margarine                   106.0
Peas, green, frozen, cooked, boiled, drained, without salt                 105.0
Peas, green, frozen, cooked, boiled, drained, with salt                    105.0
Peas, green, frozen, unprepared                                            103.0
Taro, tahitian, raw (Colocasia esculenta)                                  102.0
Muffins, blueberry, toaster-type, toasted                                  101.0
SUNSHINE, CHEEZ-IT, Colby Crackers                                         101.0
SUNSHINE, CHEEZ-IT, Original Crackers                                      100.0
Prune puree                                                                100.0
Kale, scotch, cooked, boiled, drained, with salt                           100.0
SUNSHINE, CHEEZ-IT, BIG Crackers                                           100.0
Kale, scotch, cooked, boiled, drained, without salt                        100.0
KASHI, TLC, Fire Roasted Vegetable Crackers                                100.0
Apricots, canned, water pack, with skin, solids and liquids                 98.0
Celery flakes, dried                                                        98.0
Pumpkin leaves, raw (Cucurbita spp.)                                        97.0
Cake, pudding-type, carrot, dry mix                                         97.0
Pumpkin flowers, raw (Cucurbita spp.)                                       97.0
Spices, parsley, dried (Petroselinum crispum)                               97.0
Ice creams, strawberry                                                      96.0
Apricots, raw (Prunus armeniaca)                                            96.0
Cheesecake prepared from mix, no-bake type                                  96.0
Peppers, sweet, red, frozen, chopped, boiled, drained, with salt            96.0
Peppers, sweet, red, frozen, chopped, boiled, drained, without salt         96.0
Vitasoy USA Nasoya, Lite Silken Tofu                                        96.0
Vitasoy USA, Nasoya Lite Firm Tofu                                          95.0
Pie, coconut cream, prepared from mix, no-bake type                         95.0
Pie, banana cream, prepared from mix, no-bake type                          95.0
Muffins, blueberry, toaster-type                                            94.0
Croissants, apple                                                           94.0
Chrysanthemum leaves, raw (Chrysanthemum coronarium)                        94.0
Escarole, cooked, boiled, drained, no salt added                            94.0
Purslane, cooked, boiled, drained, without salt                             93.0
Purslane, cooked, boiled, drained, with salt                                93.0
Cookies, oatmeal, reduced fat                                               92.0
Apricots, canned, water pack, without skin, solids and liquids              91.0
Melon balls, frozen                                                         89.0
Prunes, dehydrated (low-moisture), uncooked                                 88.0
Taro, tahitian, cooked, without salt                                        88.0
Taro, tahitian, cooked, with salt                                           88.0
Pumpkin flowers, cooked, boiled, drained, without salt                      87.0
Balsam-pear (bitter gourd), leafy tips, raw (Momordica charantia)           87.0
Rolls, dinner, plain, prepared from recipe, made with low fat (2%) mil      87.0
Pumpkin, flowers, cooked, boiled, drained, with salt                        87.0
Ice creams, vanilla, light, no sugar added                                  86.0
Broccoli, chinese, raw ( Brassica oleracea var. alboglabra)                 86.0
Coffeecake, cheese                                                          86.0
Peppers, jalapeno, canned, solids and liquids                               85.0
Spices, oregano, dried (Origanum vulgare)                                   85.0
Apricots, canned, juice pack, with skin, solids and liquids                 85.0
Apricots, frozen, sweetened                                                 84.0
Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH                    83.0
Leeks, (bulb and lower leaf-portion), raw (Allium ampeloprasum)             83.0
Pie, vanilla cream, prepared from recipe                                    83.0
Broccoli, chinese, cooked                                                   82.0
Pie, pecan, prepared from recipe                                            82.0
Persimmons, japanese, raw (Diospyros kaki)                                  81.0
Pumpkin leaves, cooked, boiled, drained, with salt                          80.0
Cake, cherry fudge with chocolate frosting                                  80.0
Frostings, vanilla, creamy, dry mix, prepared with margarine                80.0
Frostings, chocolate, creamy, dry mix, prepared with margarine              80.0
Pumpkin leaves, cooked, boiled, drained, without salt                       80.0
Bread stuffing, cornbread, dry mix, prepared                                78.0
Tomato and vegetable juice, low sodium                                      78.0
Broccoli, cooked, boiled, drained, without salt                             77.0
Broccoli, cooked, boiled, drained, with salt                                77.0
Cake, sponge, prepared from recipe                                          77.0
Tomato products, canned, paste, without salt added                          76.0
Peas, green, canned, regular pack, solids and liquids                       76.0
Loquats, raw (Eriobotrya japonica)                                          76.0
Frostings, chocolate, creamy, dry mix, prepared with butter                 76.0
Candies, fudge, chocolate marshmallow, prepared-from-recipe                 75.0
Ice creams, chocolate, light, no sugar added                                75.0
Tomatoes, orange, raw (Solanum lycopersicum)                                75.0
Pitanga, (surinam-cherry), raw (Eugenia uniflora)                           75.0
